"iConsumed","iWine","Type","Consumed","ConsumedYear","ConsumedMonth","ConsumedDay","Size","ShortType","Currency","Value","Price","Revenue","RevenueCurrency","ConsumptionNote","PurchaseNote","BottleNote","Location","Bin","Vintage","Wine","Locale","Color","Category","Varietal","MasterVarietal","Designation","Vineyard","Country","Region","SubRegion","Appellation"
"50000927","2062585","Red","4/22/2026","2026","4","22","750ml","Drank from my cellar","USD","172.85","172.85","0","USD","","OrderId:100000313","","Off-site Storage","14-A","2013","Domaine Jamet Côte-Rôtie","France, Rhône, Northern Rhône, Côte-Rôtie","Red","Dry","Syrah","Syrah","Unknown","Unknown","France","Rhône","Northern Rhône","Côte-Rôtie"
"50000928","2062585","Red","4/14/2024","2024","4","14","750ml","Drank from my cellar","USD","172.85","172.85","0","USD","Saturday roast with Sam and Kate and Josh","OrderId:100000313","","Home Cellar","06-E","2013","Domaine Jamet Côte-Rôtie","France, Rhône, Northern Rhône, Côte-Rôtie","Red","Dry","Syrah","Syrah","Unknown","Unknown","France","Rhône","Northern Rhône","Côte-Rôtie"
"50000929","2062585","Red","10/24/2024","2024","10","24","750ml","Drank from my cellar","USD","172.85","172.85","0","USD","","OrderId:100000313","","Off-site Storage","34-C","2013","Domaine Jamet Côte-Rôtie","France, Rhône, Northern Rhône, Côte-Rôtie","Red","Dry","Syrah","Syrah","Unknown","Unknown","France","Rhône","Northern Rhône","Côte-Rôtie"
"50000930","2062585","Red","11/27/2023","2023","11","27","750ml","Drank from my cellar","USD","172.85","172.85","0","USD","Tuesday risotto with Sam and Mira","OrderId:100000313","","Off-site Storage","55-E","2013","Domaine Jamet Côte-Rôtie","France, Rhône, Northern Rhône, Côte-Rôtie","Red","Dry","Syrah","Syrah","Unknown","Unknown","France","Rhône","Northern Rhône","Côte-Rôtie"
"50000931","4196725","Red","11/19/2023","2023","11","19","750ml","Drank from my cellar","USD","64.49","64.49","0","USD","slow-cooked short ribs with Sam and Mira","OrderId:100000314","","Home Cellar","05-A","2012","Louis Jadot Gevrey-Chambertin 1er Cru Lavaux St. Jacques Domaine Louis Jadot","France, Burgundy, Côte de Nuits, Gevrey-Chambertin 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Domaine Louis Jadot","Lavaux St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru"
"50000932","4196725","Red","5/13/2024","2024","5","13","750ml","Drank from my cellar","USD","64.49","64.49","0","USD","burgers with Sam and Iris and Theo","OrderId:100000314","","Home Cellar","26-C","2012","Louis Jadot Gevrey-Chambertin 1er Cru Lavaux St. Jacques Domaine Louis Jadot","France, Burgundy, Côte de Nuits, Gevrey-Chambertin 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Domaine Louis Jadot","Lavaux St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru"
"50000933","4196725","Red","11/6/2021","2021","11","6","750ml","Drank from my cellar","USD","64.49","64.49","0","USD","lamb chops with Sam and the Nguyen family","OrderId:100000314","","Off-site Storage","17-A","2012","Louis Jadot Gevrey-Chambertin 1er Cru Lavaux St. Jacques Domaine Louis Jadot","France, Burgundy, Côte de Nuits, Gevrey-Chambertin 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Domaine Louis Jadot","Lavaux St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru"
"50000934","2670644","Red","7/31/2024","2024","7","31","750ml","Drank from my cellar","USD","140.09","140.09","0","USD","","OrderId:500000042","","Home Cellar","02-A","2016","Alpha Omega Era","USA, California, Napa Valley","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Era","Unknown","USA","California","Napa Valley","Napa Valley"
"50000935","2670644","Red","9/14/2024","2024","9","14","750ml","Drank from my cellar","USD","140.09","140.09","0","USD","","OrderId:500000042","","Home Cellar","77-D","2016","Alpha Omega Era","USA, California, Napa Valley","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Era","Unknown","USA","California","Napa Valley","Napa Valley"
"50000936","2670644","Red","4/19/2026","2026","4","19","750ml","Drank from my cellar","USD","140.09","140.09","0","USD","","OrderId:500000042","","Home Cellar","35-B","2016","Alpha Omega Era","USA, California, Napa Valley","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Era","Unknown","USA","California","Napa Valley","Napa Valley"
"50000937","2670644","Red","11/27/2021","2021","11","27","750ml","Drank from my cellar","USD","140.09","140.09","0","USD","","OrderId:500000042","","Kitchen","10-D","2016","Alpha Omega Era","USA, California, Napa Valley","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Era","Unknown","USA","California","Napa Valley","Napa Valley"
"50000938","2670644","Red","2/28/2022","2022","2","28","750ml","Drank from my cellar","USD","140.09","140.09","0","USD","tacos with Sam and Iris and Theo","OrderId:500000042","","Home Cellar","19-B","2016","Alpha Omega Era","USA, California, Napa Valley","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Era","Unknown","USA","California","Napa Valley","Napa Valley"
"50000939","2670644","Red","7/11/2025","2025","7","11","750ml","Drank from my cellar","USD","140.09","140.09","0","USD","","OrderId:500000042","","Home Cellar","95-F","2016","Alpha Omega Era","USA, California, Napa Valley","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Era","Unknown","USA","California","Napa Valley","Napa Valley"
"50000940","2670644","Red","11/15/2021","2021","11","15","750ml","Drank from my cellar","USD","140.09","140.09","0","USD","Tuesday risotto with Sam","OrderId:500000042","","Home Cellar","84-F","2016","Alpha Omega Era","USA, California, Napa Valley","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Era","Unknown","USA","California","Napa Valley","Napa Valley"
"50000941","2670644","Red","1/28/2024","2024","1","28","750ml","Drank from my cellar","USD","140.09","140.09","0","USD","","OrderId:500000042","","Kitchen","81-A","2016","Alpha Omega Era","USA, California, Napa Valley","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Era","Unknown","USA","California","Napa Valley","Napa Valley"
"50000942","6140","Rosé - Sparkling","11/1/2022","2022","11","1","750ml","Drank from my cellar","USD","145.56","145.56","0","USD","","OrderId:500000043","","Home Cellar","41-C","1001","Egly-Ouriet Champagne Grand Cru Brut Rosé","France, Champagne, Champagne Grand Cru","Rosé","Sparkling","Champagne Blend","Champagne Blend","Brut Rosé","Unknown","France","Champagne","Unknown","Champagne Grand Cru"
"50000943","6140","Rosé - Sparkling","2/11/2021","2021","2","11","750ml","Drank from my cellar","USD","145.56","145.56","0","USD","salad and leftovers with Sam and Iris and Theo","OrderId:500000043","","Home Cellar","88-A","1001","Egly-Ouriet Champagne Grand Cru Brut Rosé","France, Champagne, Champagne Grand Cru","Rosé","Sparkling","Champagne Blend","Champagne Blend","Brut Rosé","Unknown","France","Champagne","Unknown","Champagne Grand Cru"
"50000944","6140","Rosé - Sparkling","5/18/2021","2021","5","18","750ml","Drank from my cellar","USD","145.56","145.56","0","USD","Tuesday risotto with Sam and Iris and Theo","OrderId:500000043","","Home Cellar","78-E","1001","Egly-Ouriet Champagne Grand Cru Brut Rosé","France, Champagne, Champagne Grand Cru","Rosé","Sparkling","Champagne Blend","Champagne Blend","Brut Rosé","Unknown","France","Champagne","Unknown","Champagne Grand Cru"
"50000945","6140","Rosé - Sparkling","11/8/2021","2021","11","8","750ml","Drank from my cellar","USD","145.56","145.56","0","USD","salad and leftovers with Sam and Iris and Theo","OrderId:500000043","","Home Cellar","12-B","1001","Egly-Ouriet Champagne Grand Cru Brut Rosé","France, Champagne, Champagne Grand Cru","Rosé","Sparkling","Champagne Blend","Champagne Blend","Brut Rosé","Unknown","France","Champagne","Unknown","Champagne Grand Cru"
"50000946","6140","Rosé - Sparkling","4/7/2023","2023","4","7","750ml","Drank from my cellar","USD","145.56","145.56","0","USD","book club Friday — April 2023","OrderId:500000043","","Home Cellar","69-D","1001","Egly-Ouriet Champagne Grand Cru Brut Rosé","France, Champagne, Champagne Grand Cru","Rosé","Sparkling","Champagne Blend","Champagne Blend","Brut Rosé","Unknown","France","Champagne","Unknown","Champagne Grand Cru"
"50000947","6140","Rosé - Sparkling","7/25/2021","2021","7","25","750ml","Drank from my cellar","USD","145.56","145.56","0","USD","duck breast with Sam and book club","OrderId:500000043","","Home Cellar","62-B","1001","Egly-Ouriet Champagne Grand Cru Brut Rosé","France, Champagne, Champagne Grand Cru","Rosé","Sparkling","Champagne Blend","Champagne Blend","Brut Rosé","Unknown","France","Champagne","Unknown","Champagne Grand Cru"
"50000948","2297872","Red","5/1/2025","2025","5","1","1.5L","Drank from my cellar","USD","29.44","29.44","0","USD","","OrderId:100000317","","Home Cellar","10-A","2010","The Eyrie Vineyards Pinot Noir Willamette Valley","USA, Oregon, Willamette Valley","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","USA","Oregon","Willamette Valley","Willamette Valley"
"50000949","2063361","Red","5/11/2024","2024","5","11","1.5L","Drank from my cellar","USD","108.02","108.02","0","USD","","OrderId:500000043","","Home Cellar","68-F","2014","Domaine Jamet Côtes du Rhône","France, Rhône, Northern Rhône, Côtes du Rhône","Red","Dry","Syrah","Syrah","Unknown","Unknown","France","Rhône","Northern Rhône","Côtes du Rhône"
"50000950","2063361","Red","1/18/2022","2022","1","18","1.5L","Drank from my cellar","USD","108.02","108.02","0","USD","ramen with Sam and Iris and Theo","OrderId:500000043","","Off-site Storage","","2014","Domaine Jamet Côtes du Rhône","France, Rhône, Northern Rhône, Côtes du Rhône","Red","Dry","Syrah","Syrah","Unknown","Unknown","France","Rhône","Northern Rhône","Côtes du Rhône"
"50000951","2063361","Red","8/29/2021","2021","8","29","1.5L","Drank from my cellar","USD","108.02","108.02","0","USD","","OrderId:500000043","","Home Cellar","31-D","2014","Domaine Jamet Côtes du Rhône","France, Rhône, Northern Rhône, Côtes du Rhône","Red","Dry","Syrah","Syrah","Unknown","Unknown","France","Rhône","Northern Rhône","Côtes du Rhône"
"50000952","2063361","Red","7/28/2021","2021","7","28","1.5L","Drank from my cellar","USD","108.02","108.02","0","USD","tacos with Sam and Iris and Theo","OrderId:500000043","","Off-site Storage","06-E","2014","Domaine Jamet Côtes du Rhône","France, Rhône, Northern Rhône, Côtes du Rhône","Red","Dry","Syrah","Syrah","Unknown","Unknown","France","Rhône","Northern Rhône","Côtes du Rhône"
"50000953","2063361","Red","6/27/2021","2021","6","27","1.5L","Drank from my cellar","USD","108.02","108.02","0","USD","Anniversary dinner with Sam","OrderId:500000043","","Home Cellar","78-B","2014","Domaine Jamet Côtes du Rhône","France, Rhône, Northern Rhône, Côtes du Rhône","Red","Dry","Syrah","Syrah","Unknown","Unknown","France","Rhône","Northern Rhône","Côtes du Rhône"
"50000954","4491562","Red","7/3/2022","2022","7","3","375ml","Drank from my cellar","USD","37.87","37.87","0","USD","","OrderId:100000319","","Off-site Storage","19-F","2021","Drouhin Oregon Roserock Pinot Noir Zéphirine","USA, Oregon, Willamette Valley, Eola - Amity Hills","Red","Dry","Pinot Noir","Pinot Noir","Zéphirine","Unknown","USA","Oregon","Willamette Valley","Eola - Amity Hills"
"50000955","4281111","Red","1/27/2022","2022","1","27","750ml","Drank from my cellar","USD","165.88","165.88","0","USD","roast chicken with Sam and Iris and Theo","OrderId:500000043","","Home Cellar","23-E","2019","Corison Cabernet Sauvignon Kronos Vineyard","USA, California, Napa Valley","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Kronos Vineyard","USA","California","Napa Valley","Napa Valley"
"50000956","3834454","Red","8/7/2023","2023","8","7","750ml","Drank from my cellar","USD","429.41","429.41","0","USD","","OrderId:100000321","","Home Cellar","99-B","2019","Domaine Armand Rousseau Père et Fils Gevrey-Chambertin Clos du Château","France, Burgundy, Côte de Nuits, Gevrey-Chambertin","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Clos du Château","France","Burgundy","Côte de Nuits","Gevrey-Chambertin"
"50000957","3834454","Red","9/8/2023","2023","9","8","750ml","Drank from my cellar","USD","429.41","429.41","0","USD","","OrderId:100000321","","Home Cellar","","2019","Domaine Armand Rousseau Père et Fils Gevrey-Chambertin Clos du Château","France, Burgundy, Côte de Nuits, Gevrey-Chambertin","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Clos du Château","France","Burgundy","Côte de Nuits","Gevrey-Chambertin"
"50000958","3834454","Red","3/21/2022","2022","3","21","750ml","Drank from my cellar","USD","429.41","429.41","0","USD","","OrderId:100000321","","Kitchen","52-B","2019","Domaine Armand Rousseau Père et Fils Gevrey-Chambertin Clos du Château","France, Burgundy, Côte de Nuits, Gevrey-Chambertin","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Clos du Château","France","Burgundy","Côte de Nuits","Gevrey-Chambertin"
"50000959","3834454","Red","1/1/2021","2021","1","1","750ml","Drank from my cellar","USD","429.41","429.41","0","USD","book club Friday — January 2021","OrderId:100000321","","Off-site Storage","39-E","2019","Domaine Armand Rousseau Père et Fils Gevrey-Chambertin Clos du Château","France, Burgundy, Côte de Nuits, Gevrey-Chambertin","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Clos du Château","France","Burgundy","Côte de Nuits","Gevrey-Chambertin"
"50000960","3834454","Red","4/14/2026","2026","4","14","750ml","Drank from my cellar","USD","429.41","429.41","0","USD","","OrderId:100000321","","Home Cellar","","2019","Domaine Armand Rousseau Père et Fils Gevrey-Chambertin Clos du Château","France, Burgundy, Côte de Nuits, Gevrey-Chambertin","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Clos du Château","France","Burgundy","Côte de Nuits","Gevrey-Chambertin"
"50000961","2744022","Red","5/25/2022","2022","5","25","750ml","Drank from my cellar","USD","11.32","11.32","0","USD","","OrderId:500000046","","Home Cellar","","2015","L'Ecole No. 41 Merlot Columbia Valley","USA, Washington, Columbia Valley","Red","Dry","Merlot","Merlot","Unknown","Unknown","USA","Washington","Columbia Valley","Columbia Valley"
"50000962","3101999","Red","3/10/2023","2023","3","10","750ml","Drank from my cellar","USD","73.74","73.74","0","USD","stir-fry with Sam and Iris and Theo","OrderId:100000323","","Off-site Storage","31-C","2017","Rhys Pinot Noir Bearwallow Vineyard","USA, California, North Coast, Anderson Valley","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Bearwallow Vineyard","USA","California","North Coast","Anderson Valley"
"50000963","3926906","Red","11/8/2021","2021","11","8","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","","OrderId:100000324","","Off-site Storage","72-D","2010","Domaine Drouhin Oregon Pinot Noir Salud Cuvée Hyland","USA, Oregon, Willamette Valley","Red","Dry","Pinot Noir","Pinot Noir","Salud Cuvée","Hyland","USA","Oregon","Willamette Valley","Willamette Valley"
"50000964","3926906","Red","1/29/2021","2021","1","29","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","","OrderId:100000324","","Off-site Storage","79-F","2010","Domaine Drouhin Oregon Pinot Noir Salud Cuvée Hyland","USA, Oregon, Willamette Valley","Red","Dry","Pinot Noir","Pinot Noir","Salud Cuvée","Hyland","USA","Oregon","Willamette Valley","Willamette Valley"
"50000965","564634","Red","9/15/2025","2025","9","15","750ml","Drank from my cellar","USD","134.65","134.65","0","USD","","OrderId:100000325","","Home Cellar","61-E","2007","Marcassin Pinot Noir Blue-Slide Ridge Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Blue-Slide Ridge Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50000966","564634","Red","6/16/2021","2021","6","16","750ml","Drank from my cellar","USD","134.65","134.65","0","USD","","OrderId:100000325","","Off-site Storage","89-E","2007","Marcassin Pinot Noir Blue-Slide Ridge Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Blue-Slide Ridge Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50000967","564634","Red","8/18/2023","2023","8","18","750ml","Drank from my cellar","USD","134.65","134.65","0","USD","","OrderId:100000325","","Home Cellar","29-B","2007","Marcassin Pinot Noir Blue-Slide Ridge Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Blue-Slide Ridge Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50000968","1777486","Red","7/25/2025","2025","7","25","750ml","Drank from my cellar","USD","122.80","122.80","0","USD","stir-fry with Sam and Iris and Theo and book club","OrderId:500000045","","Kitchen","","2012","Bernard Dugat-Py Gevrey-Chambertin 1er Cru Lavaux St. Jacques","France, Burgundy, Côte de Nuits, Gevrey-Chambertin 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Lavaux St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru"
"50000969","1777486","Red","6/2/2024","2024","6","2","750ml","Flawed","USD","122.80","122.80","0","USD","Premature oxidation. Sherry character throughout.","OrderId:500000045","","Home Cellar","96-D","2012","Bernard Dugat-Py Gevrey-Chambertin 1er Cru Lavaux St. Jacques","France, Burgundy, Côte de Nuits, Gevrey-Chambertin 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Lavaux St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru"
"50000970","1777486","Red","7/20/2021","2021","7","20","750ml","Drank from my cellar","USD","122.80","122.80","0","USD","","OrderId:500000045","","Home Cellar","91-B","2012","Bernard Dugat-Py Gevrey-Chambertin 1er Cru Lavaux St. Jacques","France, Burgundy, Côte de Nuits, Gevrey-Chambertin 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Lavaux St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru"
"50000971","1777486","Red","9/6/2025","2025","9","6","750ml","Drank from my cellar","USD","122.80","122.80","0","USD","ribeye on the grill with Sam and Iris and Theo and the Nguyen family","OrderId:500000045","","Off-site Storage","31-B","2012","Bernard Dugat-Py Gevrey-Chambertin 1er Cru Lavaux St. Jacques","France, Burgundy, Côte de Nuits, Gevrey-Chambertin 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Lavaux St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru"
"50000972","1777486","Red","11/22/2021","2021","11","22","750ml","Drank from my cellar","USD","122.80","122.80","0","USD","","OrderId:500000045","","Kitchen","75-A","2012","Bernard Dugat-Py Gevrey-Chambertin 1er Cru Lavaux St. Jacques","France, Burgundy, Côte de Nuits, Gevrey-Chambertin 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Lavaux St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru"
"50000973","1777486","Red","2/23/2023","2023","2","23","750ml","Drank from my cellar","USD","122.80","122.80","0","USD","","OrderId:500000045","","Off-site Storage","90-F","2012","Bernard Dugat-Py Gevrey-Chambertin 1er Cru Lavaux St. Jacques","France, Burgundy, Côte de Nuits, Gevrey-Chambertin 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Lavaux St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru"
"50000974","1777486","Red","8/5/2022","2022","8","5","750ml","Drank from my cellar","USD","122.80","122.80","0","USD","book club Friday — August 2022","OrderId:500000045","","Home Cellar","58-D","2012","Bernard Dugat-Py Gevrey-Chambertin 1er Cru Lavaux St. Jacques","France, Burgundy, Côte de Nuits, Gevrey-Chambertin 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Lavaux St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru"
"50000975","1544203","Red","2/24/2024","2024","2","24","750ml","Drank from my cellar","USD","129.33","129.33","0","USD","","OrderId:100000327","","Home Cellar","16-C","2011","Domaine Michel Lafarge Volnay 1er Cru Clos du Château des Ducs","France, Burgundy, Côte de Beaune, Volnay 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Clos du Château des Ducs","France","Burgundy","Côte de Beaune","Volnay 1er Cru"
"50000976","1544203","Red","5/28/2023","2023","5","28","750ml","Drank from my cellar","USD","129.33","129.33","0","USD","","OrderId:100000327","","Home Cellar","53-B","2011","Domaine Michel Lafarge Volnay 1er Cru Clos du Château des Ducs","France, Burgundy, Côte de Beaune, Volnay 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Clos du Château des Ducs","France","Burgundy","Côte de Beaune","Volnay 1er Cru"
"50000977","4283902","Red","4/25/2026","2026","4","25","750ml","Drank from my cellar","USD","63.13","63.13","0","USD","","OrderId:500000044","","Home Cellar","32-B","2019","Louis Latour Beaune 1er Cru Perrières","France, Burgundy, Côte de Beaune, Beaune 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Perrières","France","Burgundy","Côte de Beaune","Beaune 1er Cru"
"50000978","4283902","Red","1/30/2026","2026","1","30","750ml","Drank from my cellar","USD","63.13","63.13","0","USD","","OrderId:500000044","","Kitchen","82-D","2019","Louis Latour Beaune 1er Cru Perrières","France, Burgundy, Côte de Beaune, Beaune 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Perrières","France","Burgundy","Côte de Beaune","Beaune 1er Cru"
"50000979","5435678","White - Sparkling","3/1/2022","2022","3","1","750ml","Drank from my cellar","USD","52.33","52.33","0","USD","burgers with Sam","OrderId:100000329","","Home Cellar","41-C","1001","Kobayashi Winery Pinot Noir Nikko Celilo Vineyard","USA, Washington, Columbia Valley","White","Sparkling","Pinot Noir","Pinot Noir","Nikko","Celilo Vineyard","USA","Washington","Columbia Valley","Columbia Valley"
"50000980","5435678","White - Sparkling","12/11/2020","2020","12","11","750ml","Drank from my cellar","USD","52.33","52.33","0","USD","grilled salmon with Sam and Iris and Theo","OrderId:100000329","","Home Cellar","08-D","1001","Kobayashi Winery Pinot Noir Nikko Celilo Vineyard","USA, Washington, Columbia Valley","White","Sparkling","Pinot Noir","Pinot Noir","Nikko","Celilo Vineyard","USA","Washington","Columbia Valley","Columbia Valley"
"50000981","1672093","Red","4/8/2022","2022","4","8","750ml","Drank from my cellar","USD","42.09","42.09","0","USD","","OrderId:500000045","","Home Cellar","","2011","Williams Selyem Pinot Noir Vista Verde Vineyard","USA, California, Central Coast, San Benito County","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County"
"50000982","1672093","Red","4/19/2022","2022","4","19","750ml","Drank from my cellar","USD","42.09","42.09","0","USD","burgers with Sam and Iris and Theo","OrderId:500000045","","Home Cellar","60-E","2011","Williams Selyem Pinot Noir Vista Verde Vineyard","USA, California, Central Coast, San Benito County","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County"
"50000983","1672093","Red","10/1/2021","2021","10","1","750ml","Drank from my cellar","USD","42.09","42.09","0","USD","roast chicken with Sam and Iris and Theo","OrderId:500000045","","Home Cellar","23-F","2011","Williams Selyem Pinot Noir Vista Verde Vineyard","USA, California, Central Coast, San Benito County","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County"
"50000984","1672093","Red","10/21/2021","2021","10","21","750ml","Drank from my cellar","USD","42.09","42.09","0","USD","weeknight pasta with Sam and Iris and Theo","OrderId:500000045","","Home Cellar","","2011","Williams Selyem Pinot Noir Vista Verde Vineyard","USA, California, Central Coast, San Benito County","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County"
"50000985","1672093","Red","9/4/2021","2021","9","4","750ml","Drank from my cellar","USD","42.09","42.09","0","USD","","OrderId:500000045","","Off-site Storage","64-E","2011","Williams Selyem Pinot Noir Vista Verde Vineyard","USA, California, Central Coast, San Benito County","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County"
"50000986","1672093","Red","11/1/2024","2024","11","1","750ml","Drank from my cellar","USD","42.09","42.09","0","USD","book club Friday — November 2024","OrderId:500000045","","Home Cellar","","2011","Williams Selyem Pinot Noir Vista Verde Vineyard","USA, California, Central Coast, San Benito County","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County"
"50000987","1186851","White","7/1/2022","2022","7","1","750ml","Drank from my cellar","USD","319.38","319.38","0","USD","","OrderId:500000045","","Home Cellar","82-E","2010","François Raveneau Chablis 1er Cru Montée de Tonnerre","France, Burgundy, Chablis, Chablis 1er Cru","White","Dry","Chardonnay","Chardonnay","Unknown","Montée de Tonnerre","France","Burgundy","Chablis","Chablis 1er Cru"
"50000988","1186851","White","3/20/2025","2025","3","20","750ml","Drank from my cellar","USD","319.38","319.38","0","USD","","OrderId:500000045","","Home Cellar","06-C","2010","François Raveneau Chablis 1er Cru Montée de Tonnerre","France, Burgundy, Chablis, Chablis 1er Cru","White","Dry","Chardonnay","Chardonnay","Unknown","Montée de Tonnerre","France","Burgundy","Chablis","Chablis 1er Cru"
"50000989","1186851","White","8/31/2022","2022","8","31","750ml","Drank from my cellar","USD","319.38","319.38","0","USD","","OrderId:500000045","","Home Cellar","27-E","2010","François Raveneau Chablis 1er Cru Montée de Tonnerre","France, Burgundy, Chablis, Chablis 1er Cru","White","Dry","Chardonnay","Chardonnay","Unknown","Montée de Tonnerre","France","Burgundy","Chablis","Chablis 1er Cru"
"50000990","1186851","White","3/1/2023","2023","3","1","750ml","Drank from my cellar","USD","319.38","319.38","0","USD","","OrderId:500000045","","Home Cellar","44-B","2010","François Raveneau Chablis 1er Cru Montée de Tonnerre","France, Burgundy, Chablis, Chablis 1er Cru","White","Dry","Chardonnay","Chardonnay","Unknown","Montée de Tonnerre","France","Burgundy","Chablis","Chablis 1er Cru"
"50000991","4151173","White - Sparkling","7/1/2022","2022","7","1","1.5L","Drank from my cellar","USD","169.29","169.29","0","USD","","OrderId:100000332","","Kitchen","","1001","Pierre Gerbais Champagne Extra Brut Les Grandes Côtes","France, Champagne","Red","Dry","Pinot Noir","Pinot Noir","Extra Brut","Les Grandes Côtes","France","Champagne","Unknown","Champagne"
"50000992","3616012","Red","5/7/2023","2023","5","7","750ml","Drank from my cellar","USD","44.23","44.23","0","USD","slow-cooked short ribs with Sam","OrderId:100000333","","Kitchen","58-B","2019","Patricia Green Cellars Pinot Noir Dijon 115 Freedom Hill Vineyard","USA, Oregon, Willamette Valley","Red","Dry","Pinot Noir","Pinot Noir","Dijon 115","Freedom Hill Vineyard","USA","Oregon","Willamette Valley","Willamette Valley"
"50000993","4419831","Red","3/16/2022","2022","3","16","750ml","Drank from my cellar","USD","81.82","81.82","0","USD","","OrderId:500000044","","Home Cellar","96-F","2021","Patricia Green Cellars Pinot Noir Shafer Vineyard","USA, Oregon, Willamette Valley, Tualatin Hills","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Shafer Vineyard","USA","Oregon","Willamette Valley","Tualatin Hills"
"50000994","4419831","Red","5/8/2025","2025","5","8","750ml","Drank from my cellar","USD","81.82","81.82","0","USD","Dinner at Nostrana with Sam and Kate and Josh","OrderId:500000044","","Kitchen","49-C","2021","Patricia Green Cellars Pinot Noir Shafer Vineyard","USA, Oregon, Willamette Valley, Tualatin Hills","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Shafer Vineyard","USA","Oregon","Willamette Valley","Tualatin Hills"
"50000995","4419831","Red","9/9/2022","2022","9","9","750ml","Drank from my cellar","USD","81.82","81.82","0","USD","","OrderId:500000044","","Off-site Storage","23-D","2021","Patricia Green Cellars Pinot Noir Shafer Vineyard","USA, Oregon, Willamette Valley, Tualatin Hills","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Shafer Vineyard","USA","Oregon","Willamette Valley","Tualatin Hills"
