"iConsumed","iWine","Type","Consumed","ConsumedYear","ConsumedMonth","ConsumedDay","Size","ShortType","Currency","Value","Price","Revenue","RevenueCurrency","ConsumptionNote","PurchaseNote","BottleNote","Location","Bin","Vintage","Wine","Locale","Color","Category","Varietal","MasterVarietal","Designation","Vineyard","Country","Region","SubRegion","Appellation"
"50000338","5074210","Red","1/20/2024","2024","1","20","1.5L","Flawed","USD","155.11","155.11","0","USD","Heat-damaged. Stewed and flat.","OrderId:100000121","bin-soiled label","Closet Cooler","42-D","2022","Lillian Winery Syrah","USA, California, Central Coast, Santa Barbara County","Red","Dry","Syrah","Syrah","Unknown","Unknown","USA","California","Central Coast","Santa Barbara County"
"50000339","5074210","Red","3/12/2025","2025","3","12","1.5L","Drank from my cellar","USD","155.11","155.11","0","USD","","OrderId:100000121","","Closet Cooler","29-B","2022","Lillian Winery Syrah","USA, California, Central Coast, Santa Barbara County","Red","Dry","Syrah","Syrah","Unknown","Unknown","USA","California","Central Coast","Santa Barbara County"
"50000340","5074210","Red","10/5/2025","2025","10","5","1.5L","Drank from my cellar","USD","155.11","155.11","0","USD","","OrderId:100000121","","Apartment Cellar","","2022","Lillian Winery Syrah","USA, California, Central Coast, Santa Barbara County","Red","Dry","Syrah","Syrah","Unknown","Unknown","USA","California","Central Coast","Santa Barbara County"
"50000341","5050215","White - Sparkling","12/28/2024","2024","12","28","750ml","Drank from my cellar","USD","250.77","250.77","0","USD","Champagne Saturday — December 2024","OrderId:100000122","","Apartment Cellar","42-A","2020","Roses de Jeanne / Cédric Bouchard Champagne UR/R20","France, Champagne","White","Sparkling","Pinot Noir","Pinot Noir","UR/R20","Unknown","France","Champagne","Unknown","Champagne"
"50000342","4676637","Red","1/23/2026","2026","1","23","750ml","Drank from my cellar","USD","80.90","80.90","0","USD","","OrderId:100000123","","Apartment Cellar","97-F","2022","Pierre-Yves Colin-Morey Vosne-Romanée","France, Burgundy, Côte de Nuits, Vosne-Romanée","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Vosne-Romanée"
"50000343","4676637","Red","5/6/2024","2024","5","6","750ml","Drank from my cellar","USD","80.90","80.90","0","USD","","OrderId:100000123","signs of past seepage","Closet Cooler","","2022","Pierre-Yves Colin-Morey Vosne-Romanée","France, Burgundy, Côte de Nuits, Vosne-Romanée","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Vosne-Romanée"
"50000344","4676637","Red","4/22/2026","2026","4","22","750ml","Drank from my cellar","USD","80.90","80.90","0","USD","","OrderId:100000123","","Closet Cooler","51-E","2022","Pierre-Yves Colin-Morey Vosne-Romanée","France, Burgundy, Côte de Nuits, Vosne-Romanée","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Vosne-Romanée"
"50000345","4676637","Red","1/28/2026","2026","1","28","750ml","Drank from my cellar","USD","80.90","80.90","0","USD","","OrderId:100000123","","Closet Cooler","37-D","2022","Pierre-Yves Colin-Morey Vosne-Romanée","France, Burgundy, Côte de Nuits, Vosne-Romanée","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Vosne-Romanée"
"50000346","5479669","White - Sparkling","2/28/2026","2026","2","28","750ml","Drank from my cellar","USD","209.83","209.83","0","USD","","OrderId:100000124","","Closet Cooler","85-F","2021","Savart Champagne Premier Cru Les Noues","France, Champagne, Champagne Premier Cru","White","Sparkling","Pinot Noir","Pinot Noir","Les Noues","Unknown","France","Champagne","Unknown","Champagne Premier Cru"
"50000347","5479669","White - Sparkling","1/24/2026","2026","1","24","750ml","Drank from my cellar","USD","209.83","209.83","0","USD","","OrderId:100000124","","Apartment Cellar","44-E","2021","Savart Champagne Premier Cru Les Noues","France, Champagne, Champagne Premier Cru","White","Sparkling","Pinot Noir","Pinot Noir","Les Noues","Unknown","France","Champagne","Unknown","Champagne Premier Cru"
"50000348","4100051","White - Sparkling","3/26/2024","2024","3","26","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","","OrderId:100000125","","Apartment Cellar","85-E","1001","Egly-Ouriet Champagne Premier Cru Les Vignes de Bisseuil","France, Champagne, Champagne Premier Cru","White","Sparkling","Champagne Blend","Champagne Blend","Les Vignes de Bisseuil","Unknown","France","Champagne","Unknown","Champagne Premier Cru"
"50000349","4100051","White - Sparkling","4/8/2025","2025","4","8","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","Champagne Saturday — January 2026","OrderId:100000125","","Apartment Cellar","51-A","1001","Egly-Ouriet Champagne Premier Cru Les Vignes de Bisseuil","France, Champagne, Champagne Premier Cru","White","Sparkling","Champagne Blend","Champagne Blend","Les Vignes de Bisseuil","Unknown","France","Champagne","Unknown","Champagne Premier Cru"
"50000350","5050213","White - Sparkling","2/24/2026","2026","2","24","750ml","Drank from my cellar","USD","171.01","171.01","0","USD","","OrderId:100000126","","Apartment Cellar","91-A","2022","Roses de Jeanne / Cédric Bouchard Champagne VV/R22","France, Champagne","White","Sparkling","Pinot Noir","Pinot Noir","VV/R22","Unknown","France","Champagne","Unknown","Champagne"
"50000351","5050213","White - Sparkling","8/10/2024","2024","8","10","750ml","Drank from my cellar","USD","171.01","171.01","0","USD","blind Champagne flight — August 2024","OrderId:100000126","","Closet Cooler","44-F","2022","Roses de Jeanne / Cédric Bouchard Champagne VV/R22","France, Champagne","White","Sparkling","Pinot Noir","Pinot Noir","VV/R22","Unknown","France","Champagne","Unknown","Champagne"
"50000352","4586583","White","1/19/2024","2024","1","19","750ml","Flawed","USD","35.88","35.88","0","USD","Premature oxidation. Sherry character throughout.","OrderId:100000127","","Closet Cooler","81-B","2022","Willi Schaefer Graacher Himmelreich Riesling Kabinett #2","Germany, Mosel Saar Ruwer","White","Dry","Riesling","Riesling","Kabinett #2","Graacher Himmelreich","Germany","Mosel Saar Ruwer","Unknown","Unknown"
"50000353","4586583","White","12/29/2024","2024","12","29","750ml","Drank from my cellar","USD","35.88","35.88","0","USD","","OrderId:100000127","","Closet Cooler","19-E","2022","Willi Schaefer Graacher Himmelreich Riesling Kabinett #2","Germany, Mosel Saar Ruwer","White","Dry","Riesling","Riesling","Kabinett #2","Graacher Himmelreich","Germany","Mosel Saar Ruwer","Unknown","Unknown"
"50000354","4586583","White","5/22/2024","2024","5","22","750ml","Drank from my cellar","USD","35.88","35.88","0","USD","","OrderId:100000127","","Closet Cooler","95-C","2022","Willi Schaefer Graacher Himmelreich Riesling Kabinett #2","Germany, Mosel Saar Ruwer","White","Dry","Riesling","Riesling","Kabinett #2","Graacher Himmelreich","Germany","Mosel Saar Ruwer","Unknown","Unknown"
"50000355","1078221","White - Sparkling","8/22/2024","2024","8","22","750ml","Drank from my cellar","USD","47.38","47.38","0","USD","stir-fry with Alex","OrderId:100000128","","Closet Cooler","36-E","1001","Jacques Lassaigne Champagne Extra Brut Blanc de Blancs Les Vignes de Montgueux","France, Champagne","White","Sparkling","Chardonnay","Chardonnay","Extra Brut Blanc de Blancs Les Vignes de Montgueux","Unknown","France","Champagne","Unknown","Champagne"
"50000356","5271153","Red","2/17/2024","2024","2","17","750ml","Drank from my cellar","USD","20.71","20.71","0","USD","","OrderId:100000129","","Apartment Cellar","80-E","2023","Sandlands Carignane Lodi","USA, California, Central Valley, Lodi","Red","Dry","Carignane","Carignan","Unknown","Unknown","USA","California","Central Valley","Lodi"
"50000357","5271153","Red","12/30/2025","2025","12","30","750ml","Drank from my cellar","USD","20.71","20.71","0","USD","","OrderId:100000129","","Closet Cooler","49-A","2023","Sandlands Carignane Lodi","USA, California, Central Valley, Lodi","Red","Dry","Carignane","Carignan","Unknown","Unknown","USA","California","Central Valley","Lodi"
"50000358","2434735","White - Sparkling","12/14/2024","2024","12","14","750ml","Drank from my cellar","USD","241.04","241.04","0","USD","Krug édition night — December 2024","OrderId:100000130","","Apartment Cellar","23-A","1001","Krug Champagne Brut Grande Cuvée Edition 162eme","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 162eme","Unknown","France","Champagne","Unknown","Champagne"
"50000359","2434735","White - Sparkling","1/30/2024","2024","1","30","750ml","Drank from my cellar","USD","241.04","241.04","0","USD","","OrderId:100000130","","Apartment Cellar","33-B","1001","Krug Champagne Brut Grande Cuvée Edition 162eme","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 162eme","Unknown","France","Champagne","Unknown","Champagne"
"50000360","1078221","White - Sparkling","3/6/2025","2025","3","6","750ml","Drank from my cellar","USD","43.46","43.46","0","USD","","OrderId:100000131","lightly scuffed label","Apartment Cellar","95-D","1001","Jacques Lassaigne Champagne Extra Brut Blanc de Blancs Les Vignes de Montgueux","France, Champagne","White","Sparkling","Chardonnay","Chardonnay","Extra Brut Blanc de Blancs Les Vignes de Montgueux","Unknown","France","Champagne","Unknown","Champagne"
"50000361","1078221","White - Sparkling","5/29/2025","2025","5","29","750ml","Drank from my cellar","USD","43.46","43.46","0","USD","","OrderId:100000131","","Closet Cooler","74-E","1001","Jacques Lassaigne Champagne Extra Brut Blanc de Blancs Les Vignes de Montgueux","France, Champagne","White","Sparkling","Chardonnay","Chardonnay","Extra Brut Blanc de Blancs Les Vignes de Montgueux","Unknown","France","Champagne","Unknown","Champagne"
"50000362","1078221","White - Sparkling","5/19/2024","2024","5","19","750ml","Drank from my cellar","USD","43.46","43.46","0","USD","","OrderId:100000131","","Apartment Cellar","26-F","1001","Jacques Lassaigne Champagne Extra Brut Blanc de Blancs Les Vignes de Montgueux","France, Champagne","White","Sparkling","Chardonnay","Chardonnay","Extra Brut Blanc de Blancs Les Vignes de Montgueux","Unknown","France","Champagne","Unknown","Champagne"
"50000363","1078221","White - Sparkling","2/24/2024","2024","2","24","750ml","Drank from my cellar","USD","43.46","43.46","0","USD","blind Champagne flight — February 2024","OrderId:100000131","","Apartment Cellar","87-D","1001","Jacques Lassaigne Champagne Extra Brut Blanc de Blancs Les Vignes de Montgueux","France, Champagne","White","Sparkling","Chardonnay","Chardonnay","Extra Brut Blanc de Blancs Les Vignes de Montgueux","Unknown","France","Champagne","Unknown","Champagne"
"50000364","1078221","White - Sparkling","10/31/2025","2025","10","31","750ml","Drank from my cellar","USD","43.46","43.46","0","USD","","OrderId:100000131","","Apartment Cellar","27-B","1001","Jacques Lassaigne Champagne Extra Brut Blanc de Blancs Les Vignes de Montgueux","France, Champagne","White","Sparkling","Chardonnay","Chardonnay","Extra Brut Blanc de Blancs Les Vignes de Montgueux","Unknown","France","Champagne","Unknown","Champagne"
"50000365","1078221","White - Sparkling","2/9/2024","2024","2","9","750ml","Drank from my cellar","USD","43.46","43.46","0","USD","salad and leftovers with Alex","OrderId:100000131","","Apartment Cellar","52-D","1001","Jacques Lassaigne Champagne Extra Brut Blanc de Blancs Les Vignes de Montgueux","France, Champagne","White","Sparkling","Chardonnay","Chardonnay","Extra Brut Blanc de Blancs Les Vignes de Montgueux","Unknown","France","Champagne","Unknown","Champagne"
"50000366","1078221","White - Sparkling","10/26/2025","2025","10","26","750ml","Drank from my cellar","USD","43.46","43.46","0","USD","ribeye on the grill with Alex","OrderId:100000131","","Closet Cooler","33-D","1001","Jacques Lassaigne Champagne Extra Brut Blanc de Blancs Les Vignes de Montgueux","France, Champagne","White","Sparkling","Chardonnay","Chardonnay","Extra Brut Blanc de Blancs Les Vignes de Montgueux","Unknown","France","Champagne","Unknown","Champagne"
"50000367","1078221","White - Sparkling","6/15/2024","2024","6","15","750ml","Drank from my cellar","USD","43.46","43.46","0","USD","Champagne Saturday — June 2024","OrderId:100000131","","Apartment Cellar","42-D","1001","Jacques Lassaigne Champagne Extra Brut Blanc de Blancs Les Vignes de Montgueux","France, Champagne","White","Sparkling","Chardonnay","Chardonnay","Extra Brut Blanc de Blancs Les Vignes de Montgueux","Unknown","France","Champagne","Unknown","Champagne"
"50000368","3037330","Red","12/3/2025","2025","12","3","750ml","Drank from my cellar","USD","72.35","72.35","0","USD","","OrderId:500000007","","Apartment Cellar","01-E","2017","Joseph Drouhin Beaune 1er Cru Clos des Mouches Rouge","France, Burgundy, Côte de Beaune, Beaune 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Rouge","Clos des Mouches","France","Burgundy","Côte de Beaune","Beaune 1er Cru"
"50000369","1397243","White - Sparkling","10/22/2025","2025","10","22","750ml","Drank from my cellar","USD","285.55","285.55","0","USD","Saturday bubbles — June 2024","OrderId:100000133","","Closet Cooler","43-A","1001","Ulysse Collin Champagne Blanc de Noirs Extra Brut Les Maillons","France, Champagne","White","Sparkling","Pinot Noir","Pinot Noir","Blanc de Noirs Extra Brut","Les Maillons","France","Champagne","Unknown","Champagne"
"50000370","5050213","White - Sparkling","3/15/2026","2026","3","15","750ml","Drank from my cellar","USD","139.89","139.89","0","USD","","OrderId:100000134","","Apartment Cellar","04-B","2022","Roses de Jeanne / Cédric Bouchard Champagne VV/R22","France, Champagne","White","Sparkling","Pinot Noir","Pinot Noir","VV/R22","Unknown","France","Champagne","Unknown","Champagne"
"50000371","4952295","Red","5/17/2024","2024","5","17","750ml","Drank from my cellar","USD","84.15","84.15","0","USD","","OrderId:100000135","","Apartment Cellar","18-F","2022","Ridge Cabernet Sauvignon Estate","USA, California, Santa Cruz Mountains","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Estate","Unknown","USA","California","Santa Cruz Mountains","Santa Cruz Mountains"
"50000372","422","White - Sparkling","7/10/2024","2024","7","10","375ml","Drank from my cellar","USD","47.82","47.82","0","USD","","OrderId:100000136","","Closet Cooler","95-C","1001","Veuve Clicquot Champagne Brut","France, Champagne","Red","Dry","Champagne Blend","Champagne Blend","Brut","Unknown","France","Champagne","Unknown","Champagne"
"50000373","232983","White - Sparkling","1/6/2026","2026","1","6","750ml","Drank from my cellar","USD","56.69","56.69","0","USD","","OrderId:100000137","","Apartment Cellar","52-D","1001","Bérêche et Fils Champagne Brut Réserve","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Réserve","Unknown","France","Champagne","Unknown","Champagne"
"50000374","232983","White - Sparkling","4/19/2026","2026","4","19","750ml","Drank from my cellar","USD","56.69","56.69","0","USD","","OrderId:100000137","","Apartment Cellar","","1001","Bérêche et Fils Champagne Brut Réserve","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Réserve","Unknown","France","Champagne","Unknown","Champagne"
"50000375","232983","White - Sparkling","7/27/2024","2024","7","27","750ml","Drank from my cellar","USD","56.69","56.69","0","USD","blind Champagne flight — July 2024","OrderId:100000137","","Apartment Cellar","66-A","1001","Bérêche et Fils Champagne Brut Réserve","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Réserve","Unknown","France","Champagne","Unknown","Champagne"
"50000376","232983","White - Sparkling","2/24/2024","2024","2","24","750ml","Drank from my cellar","USD","56.69","56.69","0","USD","blind Champagne flight — February 2024","OrderId:100000137","","Apartment Cellar","68-C","1001","Bérêche et Fils Champagne Brut Réserve","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Réserve","Unknown","France","Champagne","Unknown","Champagne"
"50000377","232983","White - Sparkling","11/14/2024","2024","11","14","750ml","Drank from my cellar","USD","56.69","56.69","0","USD","","OrderId:100000137","","Apartment Cellar","","1001","Bérêche et Fils Champagne Brut Réserve","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Réserve","Unknown","France","Champagne","Unknown","Champagne"
"50000378","232983","White - Sparkling","3/7/2024","2024","3","7","750ml","Drank from my cellar","USD","56.69","56.69","0","USD","","OrderId:100000137","","Closet Cooler","68-F","1001","Bérêche et Fils Champagne Brut Réserve","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Réserve","Unknown","France","Champagne","Unknown","Champagne"
"50000379","232983","White - Sparkling","5/16/2025","2025","5","16","750ml","Drank from my cellar","USD","56.69","56.69","0","USD","","OrderId:100000137","","Closet Cooler","","1001","Bérêche et Fils Champagne Brut Réserve","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Réserve","Unknown","France","Champagne","Unknown","Champagne"
"50000380","2246439","White - Sparkling","1/30/2025","2025","1","30","750ml","Drank from my cellar","USD","49.97","49.97","0","USD","","OrderId:500000007","","Apartment Cellar","91-F","1001","Savart Champagne Premier Cru l'Ouverture Brut","France, Champagne, Champagne Premier Cru","White","Sparkling","Pinot Noir","Pinot Noir","l'Ouverture Brut","Unknown","France","Champagne","Unknown","Champagne Premier Cru"
"50000381","5251139","White - Sparkling","2/28/2024","2024","2","28","750ml","Drank from my cellar","USD","205.41","205.41","0","USD","","OrderId:100000140","","Closet Cooler","96-E","2023","Jérôme Prévost Champagne La Closerie Extra Brut Les Beguines","France, Champagne","White","Sparkling","Pinot Meunier","Pinot Meunier","La Closerie Extra Brut","Les Beguines","France","Champagne","Unknown","Champagne"
"50000382","5251139","White - Sparkling","5/18/2025","2025","5","18","750ml","Drank from my cellar","USD","205.41","205.41","0","USD","","OrderId:100000140","","Closet Cooler","55-E","2023","Jérôme Prévost Champagne La Closerie Extra Brut Les Beguines","France, Champagne","White","Sparkling","Pinot Meunier","Pinot Meunier","La Closerie Extra Brut","Les Beguines","France","Champagne","Unknown","Champagne"
"50000383","5251139","White - Sparkling","12/20/2024","2024","12","20","750ml","Drank from my cellar","USD","205.41","205.41","0","USD","","OrderId:100000140","","Apartment Cellar","19-B","2023","Jérôme Prévost Champagne La Closerie Extra Brut Les Beguines","France, Champagne","White","Sparkling","Pinot Meunier","Pinot Meunier","La Closerie Extra Brut","Les Beguines","France","Champagne","Unknown","Champagne"
"50000384","2882411","White - Sparkling","11/16/2024","2024","11","16","750ml","Drank from my cellar","USD","281.88","281.88","0","USD","Krug édition night — November 2024","OrderId:500000007","","Closet Cooler","11-A","1001","Krug Champagne Brut Grande Cuvée Edition 166eme","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 166eme","Unknown","France","Champagne","Unknown","Champagne"
"50000385","4567028","White - Sparkling","12/18/2024","2024","12","18","750ml","Drank from my cellar","USD","85.84","85.84","0","USD","","OrderId:100000142","","Apartment Cellar","82-E","2018","Frédéric Savart / Drémont Père & Fils Champagne Grand Cru Éphémère 018","France, Champagne, Champagne Grand Cru","Red","Dry","Chardonnay","Chardonnay","Éphémère 018","Unknown","France","Champagne","Unknown","Champagne Grand Cru"
"50000386","151837","Red","1/29/2026","2026","1","29","750ml","Drank from my cellar","USD","160.52","160.52","0","USD","","OrderId:100000143","","Apartment Cellar","19-D","1990","Joseph Drouhin Beaune 1er Cru Clos des Mouches Rouge","France, Burgundy, Côte de Beaune, Beaune 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Rouge","Clos des Mouches","France","Burgundy","Côte de Beaune","Beaune 1er Cru"
"50000387","5050215","White - Sparkling","1/15/2026","2026","1","15","750ml","Drank from my cellar","USD","223.76","223.76","0","USD","","OrderId:100000144","","Closet Cooler","16-A","2020","Roses de Jeanne / Cédric Bouchard Champagne UR/R20","France, Champagne","White","Sparkling","Pinot Noir","Pinot Noir","UR/R20","Unknown","France","Champagne","Unknown","Champagne"
"50000388","5270308","White","4/1/2026","2026","4","1","750ml","Drank from my cellar","USD","39.57","39.57","0","USD","","OrderId:100000145","","Closet Cooler","21-F","2023","Domaine Marquis d'Angerville Bourgogne-Aligoté","France, Burgundy, Bourgogne-Aligoté","White","Dry","Aligoté","Aligoté","Unknown","Unknown","France","Burgundy","Unknown","Bourgogne-Aligoté"
"50000389","5270308","White","4/9/2026","2026","4","9","750ml","Drank from my cellar","USD","39.57","39.57","0","USD","","OrderId:100000145","","Closet Cooler","59-A","2023","Domaine Marquis d'Angerville Bourgogne-Aligoté","France, Burgundy, Bourgogne-Aligoté","White","Dry","Aligoté","Aligoté","Unknown","Unknown","France","Burgundy","Unknown","Bourgogne-Aligoté"
"50000390","5270308","White","4/12/2026","2026","4","12","750ml","Drank from my cellar","USD","39.57","39.57","0","USD","","OrderId:100000145","","Apartment Cellar","80-E","2023","Domaine Marquis d'Angerville Bourgogne-Aligoté","France, Burgundy, Bourgogne-Aligoté","White","Dry","Aligoté","Aligoté","Unknown","Unknown","France","Burgundy","Unknown","Bourgogne-Aligoté"
"50000391","132793","Red","9/8/2025","2025","9","8","750ml","Drank from my cellar","USD","103.48","103.48","0","USD","","OrderId:100000146","","Closet Cooler","50-C","1995","Heitz Cellar Cabernet Sauvignon Martha's Vineyard","USA, California, Napa Valley, Oakville","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Martha's Vineyard","USA","California","Napa Valley","Oakville"
"50000392","132793","Red","11/9/2024","2024","11","9","750ml","Drank from my cellar","USD","103.48","103.48","0","USD","","OrderId:100000146","","Closet Cooler","20-A","1995","Heitz Cellar Cabernet Sauvignon Martha's Vineyard","USA, California, Napa Valley, Oakville","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Martha's Vineyard","USA","California","Napa Valley","Oakville"
"50000393","6140","Rosé - Sparkling","8/20/2024","2024","8","20","750ml","Drank from my cellar","USD","156.35","156.35","0","USD","","OrderId:100000147","","Closet Cooler","","1001","Egly-Ouriet Champagne Grand Cru Brut Rosé","France, Champagne, Champagne Grand Cru","Rosé","Sparkling","Champagne Blend","Champagne Blend","Brut Rosé","Unknown","France","Champagne","Unknown","Champagne Grand Cru"
"50000394","6140","Rosé - Sparkling","7/11/2025","2025","7","11","750ml","Drank from my cellar","USD","156.35","156.35","0","USD","","OrderId:100000147","","Apartment Cellar","91-D","1001","Egly-Ouriet Champagne Grand Cru Brut Rosé","France, Champagne, Champagne Grand Cru","Rosé","Sparkling","Champagne Blend","Champagne Blend","Brut Rosé","Unknown","France","Champagne","Unknown","Champagne Grand Cru"
"50000395","4635721","White - Sparkling","10/28/2024","2024","10","28","750ml","Drank from my cellar","USD","76.15","76.15","0","USD","Krug édition night — May 2024","OrderId:100000148","","Apartment Cellar","36-A","1001","Krug Champagne Brut Grande Cuvée Edition 171eme","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 171eme","Unknown","France","Champagne","Unknown","Champagne"
"50000396","4635721","White - Sparkling","5/3/2025","2025","5","3","750ml","Drank from my cellar","USD","76.15","76.15","0","USD","Krug édition night — May 2025","OrderId:100000148","","Apartment Cellar","58-F","1001","Krug Champagne Brut Grande Cuvée Edition 171eme","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 171eme","Unknown","France","Champagne","Unknown","Champagne"
"50000397","2434735","White - Sparkling","9/6/2025","2025","9","6","750ml","Drank from my cellar","USD","287.91","287.91","0","USD","blind Champagne flight — September 2025","OrderId:100000149","signs of past seepage","Apartment Cellar","73-A","1001","Krug Champagne Brut Grande Cuvée Edition 162eme","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 162eme","Unknown","France","Champagne","Unknown","Champagne"
"50000398","2434735","White - Sparkling","8/14/2024","2024","8","14","750ml","Drank from my cellar","USD","287.91","287.91","0","USD","","OrderId:100000149","","Apartment Cellar","95-E","1001","Krug Champagne Brut Grande Cuvée Edition 162eme","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 162eme","Unknown","France","Champagne","Unknown","Champagne"
"50000399","2434735","White - Sparkling","8/18/2024","2024","8","18","750ml","Drank from my cellar","USD","287.91","287.91","0","USD","","OrderId:100000149","","Apartment Cellar","41-F","1001","Krug Champagne Brut Grande Cuvée Edition 162eme","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 162eme","Unknown","France","Champagne","Unknown","Champagne"
"50000400","2434735","White - Sparkling","7/17/2024","2024","7","17","750ml","Drank from my cellar","USD","287.91","287.91","0","USD","burgers with Alex and Casey","OrderId:100000149","bin-soiled label","Apartment Cellar","13-A","1001","Krug Champagne Brut Grande Cuvée Edition 162eme","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 162eme","Unknown","France","Champagne","Unknown","Champagne"
"50000401","4231505","Red","8/30/2025","2025","8","30","750ml","Drank from my cellar","USD","113.72","113.72","0","USD","","OrderId:100000150","","Apartment Cellar","39-C","2020","Domaine Coquard Loison-Fleurot Morey-Saint-Denis","France, Burgundy, Côte de Nuits, Morey-Saint-Denis","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Morey-Saint-Denis"
"50000402","4231505","Red","11/15/2025","2025","11","15","750ml","Drank from my cellar","USD","113.72","113.72","0","USD","","OrderId:100000150","","Apartment Cellar","62-D","2020","Domaine Coquard Loison-Fleurot Morey-Saint-Denis","France, Burgundy, Côte de Nuits, Morey-Saint-Denis","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Morey-Saint-Denis"
"50000403","2246439","White - Sparkling","3/8/2024","2024","3","8","750ml","Drank from my cellar","USD","50.82","50.82","0","USD","","OrderId:100000151","","Closet Cooler","32-D","1001","Savart Champagne Premier Cru l'Ouverture Brut","France, Champagne, Champagne Premier Cru","White","Sparkling","Pinot Noir","Pinot Noir","l'Ouverture Brut","Unknown","France","Champagne","Unknown","Champagne Premier Cru"
"50000404","2246439","White - Sparkling","6/28/2025","2025","6","28","750ml","Drank from my cellar","USD","50.82","50.82","0","USD","blind Champagne flight — June 2025","OrderId:100000151","","Closet Cooler","","1001","Savart Champagne Premier Cru l'Ouverture Brut","France, Champagne, Champagne Premier Cru","White","Sparkling","Pinot Noir","Pinot Noir","l'Ouverture Brut","Unknown","France","Champagne","Unknown","Champagne Premier Cru"
"50000405","2246439","White - Sparkling","1/24/2025","2025","1","24","750ml","Drank from my cellar","USD","50.82","50.82","0","USD","","OrderId:100000151","","Apartment Cellar","85-F","1001","Savart Champagne Premier Cru l'Ouverture Brut","France, Champagne, Champagne Premier Cru","White","Sparkling","Pinot Noir","Pinot Noir","l'Ouverture Brut","Unknown","France","Champagne","Unknown","Champagne Premier Cru"
"50000406","3216257","Red","1/20/2026","2026","1","20","750ml","Drank from my cellar","USD","239.15","239.15","0","USD","","OrderId:100000152","","Closet Cooler","84-B","2017","Domaine Joseph Roty Griotte-Chambertin","France, Burgundy, Côte de Nuits, Griotte-Chambertin Grand Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Griotte-Chambertin Grand Cru"
"50000407","3216257","Red","12/4/2025","2025","12","4","750ml","Drank from my cellar","USD","239.15","239.15","0","USD","","OrderId:100000152","","Apartment Cellar","53-C","2017","Domaine Joseph Roty Griotte-Chambertin","France, Burgundy, Côte de Nuits, Griotte-Chambertin Grand Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Griotte-Chambertin Grand Cru"
"50000408","3216257","Red","2/26/2026","2026","2","26","750ml","Drank from my cellar","USD","239.15","239.15","0","USD","","OrderId:100000152","","Closet Cooler","62-F","2017","Domaine Joseph Roty Griotte-Chambertin","France, Burgundy, Côte de Nuits, Griotte-Chambertin Grand Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Griotte-Chambertin Grand Cru"
"50000409","2879253","White - Sparkling","4/20/2024","2024","4","20","750ml","Drank from my cellar","USD","229.06","229.06","0","USD","Saturday bubbles — April 2024","OrderId:100000153","","Apartment Cellar","10-F","1001","Krug Champagne Brut Grande Cuvée Edition 165eme","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 165eme","Unknown","France","Champagne","Unknown","Champagne"
