"iInventory","Pending","Barcode","WineBarcode","Price","Size","iWine","Type","Vintage","Wine","Producer","Varietal","Designation","Vineyard","Country","Region","SubRegion","Appellation","Note","StoreName","PurchaseDate","PurchaseNote","Location","Bin"
"200006174","0","0200006174","W1575_750ml","94.76","750ml","1575","Red","1995","Château Lynch-Bages","Château Lynch-Bages","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Pauillac","","Mailing List","7/5/2022","OrderId:100002190","Cellar Room","15-E"
"200006175","0","0200006175","W2039652_750ml","54.30","750ml","2039652","Red","2013","Williams Selyem Pinot Noir Vista Verde Vineyard","Williams Selyem","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County","","K&L Wine Merchants","7/15/2022","OrderId:100002191","Off-site Storage","09-A"
"200006176","0","0200006176","W2039652_750ml","54.30","750ml","2039652","Red","2013","Williams Selyem Pinot Noir Vista Verde Vineyard","Williams Selyem","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County","","K&L Wine Merchants","7/15/2022","OrderId:100002191","Cellar Room","25-F"
"200006177","0","0200006177","W2894456_750ml","114.74","750ml","2894456","Red","2014","Vietti Barolo Rocche di Castiglione","Vietti","Nebbiolo","Unknown","Rocche di Castiglione","Italy","Piedmont","Langhe","Barolo","","Hart Davis Hart","7/17/2022","OrderId:100002192","Kitchen Cooler",""
"200006178","0","0200006178","W3281798_750ml","19.10","750ml","3281798","Red","2018","Château Grand Corbin Manuel","Château Grand Corbin Manuel","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","","Zachys","7/15/2022","OrderId:100002193","Cellar Room","12-F"
"200006179","0","0200006179","W3281798_750ml","19.10","750ml","3281798","Red","2018","Château Grand Corbin Manuel","Château Grand Corbin Manuel","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","","Zachys","7/15/2022","OrderId:100002193","Cellar Room","46-D"
"200006180","0","0200006180","W3281798_750ml","19.10","750ml","3281798","Red","2018","Château Grand Corbin Manuel","Château Grand Corbin Manuel","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","lightly scuffed label","Zachys","7/15/2022","OrderId:100002193","Kitchen Cooler","67-C"
"200006181","0","0200006181","W3281798_750ml","19.10","750ml","3281798","Red","2018","Château Grand Corbin Manuel","Château Grand Corbin Manuel","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","","Zachys","7/15/2022","OrderId:100002193","Kitchen Cooler","80-E"
"200006182","0","0200006182","W3281798_750ml","19.10","750ml","3281798","Red","2018","Château Grand Corbin Manuel","Château Grand Corbin Manuel","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","","Zachys","7/15/2022","OrderId:100002193","Cellar Room","27-E"
"200006184","0","0200006184","W1668152_750ml","160.92","750ml","1668152","Red","2012","Alain Hudelot-Noëllat Vosne-Romanée 1er Cru Les Suchots","Alain Hudelot-Noëllat","Pinot Noir","Unknown","Les Suchots","France","Burgundy","Côte de Nuits","Vosne-Romanée 1er Cru","","Spectrum Wine Auctions","7/20/2022","OrderId:100002195","Off-site Storage","79-F"
"200006185","0","0200006185","W4446333_750ml","75.47","750ml","4446333","White","2020","Jean-Claude Ramonet Chassagne-Montrachet 1er Cru Les Ruchottes","Jean-Claude Ramonet","Chardonnay","Unknown","Les Ruchottes","France","Burgundy","Côte de Beaune","Chassagne-Montrachet 1er Cru","","Spectrum Wine Auctions","7/14/2022","OrderId:100002196","Cellar Room",""
"200006186","0","0200006186","W4446333_750ml","75.47","750ml","4446333","White","2020","Jean-Claude Ramonet Chassagne-Montrachet 1er Cru Les Ruchottes","Jean-Claude Ramonet","Chardonnay","Unknown","Les Ruchottes","France","Burgundy","Côte de Beaune","Chassagne-Montrachet 1er Cru","","Spectrum Wine Auctions","7/14/2022","OrderId:100002196","Cellar Room","43-F"
"200006187","0","0200006187","W98351_750ml","854.27","750ml","98351","Red","1999","Giacomo Conterno Barolo Riserva Monfortino","Giacomo Conterno","Nebbiolo","Riserva Monfortino","Unknown","Italy","Piedmont","Langhe","Barolo","","Hart Davis Hart","7/21/2022","OrderId:100002197","Off-site Storage",""
"200006188","0","0200006188","W4773754_750ml","189.87","750ml","4773754","Red","2022","Cecile Tremblay Vosne-Romanée Vieilles Vignes","Cecile Tremblay","Pinot Noir","Vieilles Vignes","Unknown","France","Burgundy","Côte de Nuits","Vosne-Romanée","","Zachys","7/3/2022","OrderId:100002198","Cellar Room",""
"200006190","0","0200006190","W4773754_750ml","189.87","750ml","4773754","Red","2022","Cecile Tremblay Vosne-Romanée Vieilles Vignes","Cecile Tremblay","Pinot Noir","Vieilles Vignes","Unknown","France","Burgundy","Côte de Nuits","Vosne-Romanée","nicked capsule","Zachys","7/3/2022","OrderId:100002198","Kitchen Cooler","05-D"
"200006191","0","0200006191","W4773754_750ml","189.87","750ml","4773754","Red","2022","Cecile Tremblay Vosne-Romanée Vieilles Vignes","Cecile Tremblay","Pinot Noir","Vieilles Vignes","Unknown","France","Burgundy","Côte de Nuits","Vosne-Romanée","","Zachys","7/3/2022","OrderId:100002198","Cellar Room","85-D"
"200006192","0","0200006192","W4773754_750ml","189.87","750ml","4773754","Red","2022","Cecile Tremblay Vosne-Romanée Vieilles Vignes","Cecile Tremblay","Pinot Noir","Vieilles Vignes","Unknown","France","Burgundy","Côte de Nuits","Vosne-Romanée","","Zachys","7/3/2022","OrderId:100002198","Kitchen Cooler","20-F"
"200006193","0","0200006193","W4773754_750ml","189.87","750ml","4773754","Red","2022","Cecile Tremblay Vosne-Romanée Vieilles Vignes","Cecile Tremblay","Pinot Noir","Vieilles Vignes","Unknown","France","Burgundy","Côte de Nuits","Vosne-Romanée","","Zachys","7/3/2022","OrderId:100002198","Cellar Room","06-C"
"200006195","0","0200006195","W4215292_1.5L","1127.29","1.5L","4215292","Red","2020","Domaine Armand Rousseau Père et Fils Mazy-Chambertin","Domaine Armand Rousseau Père et Fils","Pinot Noir","Unknown","Mazy-Chambertin","France","Burgundy","Côte de Nuits","Mazis-Chambertin Grand Cru","top-shoulder fill","Acker Merrall","8/4/2022","OrderId:100002199","Cellar Room","82-D"
"200006196","0","0200006196","W4215292_1.5L","1127.29","1.5L","4215292","Red","2020","Domaine Armand Rousseau Père et Fils Mazy-Chambertin","Domaine Armand Rousseau Père et Fils","Pinot Noir","Unknown","Mazy-Chambertin","France","Burgundy","Côte de Nuits","Mazis-Chambertin Grand Cru","top-shoulder fill","Acker Merrall","8/4/2022","OrderId:100002199","Cellar Room","64-B"
"200006197","0","0200006197","W4215292_1.5L","1127.29","1.5L","4215292","Red","2020","Domaine Armand Rousseau Père et Fils Mazy-Chambertin","Domaine Armand Rousseau Père et Fils","Pinot Noir","Unknown","Mazy-Chambertin","France","Burgundy","Côte de Nuits","Mazis-Chambertin Grand Cru","","Acker Merrall","8/4/2022","OrderId:100002199","Cellar Room","63-A"
"200006198","0","0200006198","W4215292_1.5L","1127.29","1.5L","4215292","Red","2020","Domaine Armand Rousseau Père et Fils Mazy-Chambertin","Domaine Armand Rousseau Père et Fils","Pinot Noir","Unknown","Mazy-Chambertin","France","Burgundy","Côte de Nuits","Mazis-Chambertin Grand Cru","","Acker Merrall","8/4/2022","OrderId:100002199","Kitchen Cooler",""
"200006199","0","0200006199","W4215292_1.5L","1127.29","1.5L","4215292","Red","2020","Domaine Armand Rousseau Père et Fils Mazy-Chambertin","Domaine Armand Rousseau Père et Fils","Pinot Noir","Unknown","Mazy-Chambertin","France","Burgundy","Côte de Nuits","Mazis-Chambertin Grand Cru","","Acker Merrall","8/4/2022","OrderId:100002199","Cellar Room","01-D"
"200006200","0","0200006200","W4430210_750ml","89.91","750ml","4430210","Red","2020","Vietti Langhe Nebbiolo Perbacco","Vietti","Nebbiolo","Perbacco","Unknown","Italy","Piedmont","Langhe","Langhe DOC","","Spectrum Wine Auctions","8/1/2022","OrderId:100002200","Off-site Storage","56-A"
"200006201","0","0200006201","W4430210_750ml","89.91","750ml","4430210","Red","2020","Vietti Langhe Nebbiolo Perbacco","Vietti","Nebbiolo","Perbacco","Unknown","Italy","Piedmont","Langhe","Langhe DOC","nicked capsule","Spectrum Wine Auctions","8/1/2022","OrderId:100002200","Cellar Room","57-E"
"200006202","0","0200006202","W2925350_750ml","37.21","750ml","2925350","Red","2013","Château des Eyrins La Closerie des Eyrins","Château des Eyrins","Red Bordeaux Blend","La Closerie des Eyrins","Unknown","France","Bordeaux","Médoc","Margaux","","Hart Davis Hart","8/11/2022","OrderId:100002201","Cellar Room","56-E"
"200006203","0","0200006203","W1436116_750ml","88.73","750ml","1436116","Red","2009","Vietti Barolo Brunate","Vietti","Nebbiolo","Unknown","Brunate","Italy","Piedmont","Langhe","Barolo","","Winery Direct","8/16/2022","OrderId:100002202","Kitchen Cooler","48-E"
"200006204","0","0200006204","W1436116_750ml","88.73","750ml","1436116","Red","2009","Vietti Barolo Brunate","Vietti","Nebbiolo","Unknown","Brunate","Italy","Piedmont","Langhe","Barolo","","Winery Direct","8/16/2022","OrderId:100002202","Cellar Room","18-B"
"200006205","0","0200006205","W1436116_750ml","88.73","750ml","1436116","Red","2009","Vietti Barolo Brunate","Vietti","Nebbiolo","Unknown","Brunate","Italy","Piedmont","Langhe","Barolo","","Winery Direct","8/16/2022","OrderId:100002202","Cellar Room","81-E"
"200006207","0","0200006207","W2061850_750ml","41.13","750ml","2061850","Red","2013","Failla Pinot Noir Hirsch Vineyard","Failla","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast","","Premier Cru","8/1/2022","OrderId:100002203","Off-site Storage","90-A"
"200006208","0","0200006208","W2061850_750ml","41.13","750ml","2061850","Red","2013","Failla Pinot Noir Hirsch Vineyard","Failla","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast","","Premier Cru","8/1/2022","OrderId:100002203","Kitchen Cooler","07-C"
"200006209","0","0200006209","W2894456_750ml","128.45","750ml","2894456","Red","2014","Vietti Barolo Rocche di Castiglione","Vietti","Nebbiolo","Unknown","Rocche di Castiglione","Italy","Piedmont","Langhe","Barolo","top-shoulder fill","Hart Davis Hart","8/9/2022","OrderId:100002204","Kitchen Cooler","09-B"
"200006210","0","0200006210","W2894456_750ml","128.45","750ml","2894456","Red","2014","Vietti Barolo Rocche di Castiglione","Vietti","Nebbiolo","Unknown","Rocche di Castiglione","Italy","Piedmont","Langhe","Barolo","top-shoulder fill","Hart Davis Hart","8/9/2022","OrderId:100002204","Cellar Room","56-E"
"200006211","0","0200006211","W25527_750ml","81.37","750ml","25527","White - Sparkling","1001","Diebolt-Vallois Champagne Cuvée Prestige Blanc de Blancs","Diebolt-Vallois","Chardonnay","Cuvée Prestige Blanc de Blancs","Unknown","France","Champagne","Unknown","Champagne","","Spectrum Wine Auctions","8/22/2022","OrderId:100002205","Off-site Storage","38-D"
"200006213","0","0200006213","W25527_750ml","81.37","750ml","25527","White - Sparkling","1001","Diebolt-Vallois Champagne Cuvée Prestige Blanc de Blancs","Diebolt-Vallois","Chardonnay","Cuvée Prestige Blanc de Blancs","Unknown","France","Champagne","Unknown","Champagne","top-shoulder fill","Spectrum Wine Auctions","8/22/2022","OrderId:100002205","Off-site Storage","17-E"
"200006215","0","0200006215","W4215292_750ml","526.28","750ml","4215292","Red","2020","Domaine Armand Rousseau Père et Fils Mazy-Chambertin","Domaine Armand Rousseau Père et Fils","Pinot Noir","Unknown","Mazy-Chambertin","France","Burgundy","Côte de Nuits","Mazis-Chambertin Grand Cru","","Acker Merrall","8/19/2022","OrderId:100002206","Kitchen Cooler","97-A"
"200006216","0","0200006216","W4215292_750ml","526.28","750ml","4215292","Red","2020","Domaine Armand Rousseau Père et Fils Mazy-Chambertin","Domaine Armand Rousseau Père et Fils","Pinot Noir","Unknown","Mazy-Chambertin","France","Burgundy","Côte de Nuits","Mazis-Chambertin Grand Cru","","Acker Merrall","8/19/2022","OrderId:100002206","Cellar Room",""
"200006218","0","0200006218","W4215292_750ml","526.28","750ml","4215292","Red","2020","Domaine Armand Rousseau Père et Fils Mazy-Chambertin","Domaine Armand Rousseau Père et Fils","Pinot Noir","Unknown","Mazy-Chambertin","France","Burgundy","Côte de Nuits","Mazis-Chambertin Grand Cru","","Acker Merrall","8/19/2022","OrderId:100002206","Cellar Room","62-B"
"200006219","0","0200006219","W4136806_750ml","66.19","750ml","4136806","Red","2020","Domaine Fourrier Gevrey-Chambertin Vieille Vigne","Domaine Fourrier","Pinot Noir","Vieille Vigne","Unknown","France","Burgundy","Côte de Nuits","Gevrey-Chambertin","","WineBid","8/2/2022","OrderId:100002207","Cellar Room","99-A"
"200006220","0","0200006220","W4136806_750ml","66.19","750ml","4136806","Red","2020","Domaine Fourrier Gevrey-Chambertin Vieille Vigne","Domaine Fourrier","Pinot Noir","Vieille Vigne","Unknown","France","Burgundy","Côte de Nuits","Gevrey-Chambertin","","WineBid","8/2/2022","OrderId:100002207","Off-site Storage","54-C"
"200006221","0","0200006221","W2040138_750ml","130.32","750ml","2040138","Red","2014","Domaine Lignier-Michelot Clos de la Roche","Domaine Lignier-Michelot","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos de la Roche Grand Cru","","WineBid","8/18/2022","OrderId:100002208","Cellar Room","51-F"
"200006222","0","0200006222","W2040138_750ml","130.32","750ml","2040138","Red","2014","Domaine Lignier-Michelot Clos de la Roche","Domaine Lignier-Michelot","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos de la Roche Grand Cru","slightly depressed cork","WineBid","8/18/2022","OrderId:100002208","Off-site Storage","09-D"
"200006223","0","0200006223","W528214_750ml","52.34","750ml","528214","Red","2006","Williams Selyem Pinot Noir Hirsch Vineyard","Williams Selyem","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast","top-shoulder fill","Zachys","8/2/2022","OrderId:100002209","Cellar Room","14-E"
"200006224","0","0200006224","W528214_750ml","52.34","750ml","528214","Red","2006","Williams Selyem Pinot Noir Hirsch Vineyard","Williams Selyem","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast","top-shoulder fill","Zachys","8/2/2022","OrderId:100002209","Cellar Room","24-F"
"200006225","0","0200006225","W528214_750ml","52.34","750ml","528214","Red","2006","Williams Selyem Pinot Noir Hirsch Vineyard","Williams Selyem","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast","lightly scuffed label","Zachys","8/2/2022","OrderId:100002209","Off-site Storage","69-C"
"200006226","0","0200006226","W528214_750ml","52.34","750ml","528214","Red","2006","Williams Selyem Pinot Noir Hirsch Vineyard","Williams Selyem","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast","","Zachys","8/2/2022","OrderId:100002209","Off-site Storage","83-C"
"200006227","0","0200006227","W528214_750ml","52.34","750ml","528214","Red","2006","Williams Selyem Pinot Noir Hirsch Vineyard","Williams Selyem","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast","","Zachys","8/2/2022","OrderId:100002209","Off-site Storage","30-A"
"200006228","0","0200006228","W44328_750ml","236.42","750ml","44328","Red","1999","Domaine Bruno Clair Gevrey-Chambertin 1er Cru Clos St. Jacques","Domaine Bruno Clair","Pinot Noir","Unknown","Clos St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru","","Garagiste","8/16/2022","OrderId:100002210","Cellar Room","95-C"
"200006229","0","0200006229","W44328_750ml","236.42","750ml","44328","Red","1999","Domaine Bruno Clair Gevrey-Chambertin 1er Cru Clos St. Jacques","Domaine Bruno Clair","Pinot Noir","Unknown","Clos St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru","","Garagiste","8/16/2022","OrderId:100002210","Off-site Storage","46-E"
"200006230","0","0200006230","W44328_750ml","236.42","750ml","44328","Red","1999","Domaine Bruno Clair Gevrey-Chambertin 1er Cru Clos St. Jacques","Domaine Bruno Clair","Pinot Noir","Unknown","Clos St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru","","Garagiste","8/16/2022","OrderId:100002210","Cellar Room","81-C"
"200006232","0","0200006232","W4778_750ml","82.72","750ml","4778","Red","1989","Château Latour Grand Vin","Château Latour","Red Bordeaux Blend","Grand Vin","Unknown","France","Bordeaux","Médoc","Pauillac","","Spectrum Wine Auctions","8/20/2022","OrderId:100002211","Cellar Room",""
"200006233","0","0200006233","W4778_750ml","82.72","750ml","4778","Red","1989","Château Latour Grand Vin","Château Latour","Red Bordeaux Blend","Grand Vin","Unknown","France","Bordeaux","Médoc","Pauillac","","Spectrum Wine Auctions","8/20/2022","OrderId:100002211","Cellar Room","95-E"
"200006236","0","0200006236","W5271154_750ml","19.20","750ml","5271154","White","2023","Sandlands Chenin Blanc Amador County","Sandlands","Chenin Blanc","Unknown","Unknown","USA","California","Sierra Foothills","Amador County","","K&L Auctions","8/23/2022","OrderId:100002212","Cellar Room","39-A"
"200006237","0","0200006237","W3717786_1.5L","151.30","1.5L","3717786","Red","2018","Vietti Barolo Castiglione","Vietti","Nebbiolo","Unknown","Castiglione","Italy","Piedmont","Langhe","Barolo","","WineBid","8/2/2022","OrderId:100002213","Cellar Room","38-F"
"200006238","0","0200006238","W3717786_1.5L","151.30","1.5L","3717786","Red","2018","Vietti Barolo Castiglione","Vietti","Nebbiolo","Unknown","Castiglione","Italy","Piedmont","Langhe","Barolo","slightly depressed cork","WineBid","8/2/2022","OrderId:100002213","Cellar Room","42-B"
"200006239","0","0200006239","W3717786_1.5L","151.30","1.5L","3717786","Red","2018","Vietti Barolo Castiglione","Vietti","Nebbiolo","Unknown","Castiglione","Italy","Piedmont","Langhe","Barolo","","WineBid","8/2/2022","OrderId:100002213","Cellar Room","06-F"
"200006240","0","0200006240","W3717786_1.5L","151.30","1.5L","3717786","Red","2018","Vietti Barolo Castiglione","Vietti","Nebbiolo","Unknown","Castiglione","Italy","Piedmont","Langhe","Barolo","nicked capsule","WineBid","8/2/2022","OrderId:100002213","Cellar Room","65-E"
"200006241","0","0200006241","W3717786_1.5L","151.30","1.5L","3717786","Red","2018","Vietti Barolo Castiglione","Vietti","Nebbiolo","Unknown","Castiglione","Italy","Piedmont","Langhe","Barolo","","WineBid","8/2/2022","OrderId:100002213","Off-site Storage","48-D"
"200006242","0","0200006242","W589259_750ml","54.60","750ml","589259","Red","2007","Williams Selyem Pinot Noir Bucher Vineyard","Williams Selyem","Pinot Noir","Unknown","Bucher Vineyard","USA","California","Sonoma County","Russian River Valley","","WineBid","9/16/2022","OrderId:100002214","Kitchen Cooler","92-C"
"200006243","0","0200006243","W589259_750ml","54.60","750ml","589259","Red","2007","Williams Selyem Pinot Noir Bucher Vineyard","Williams Selyem","Pinot Noir","Unknown","Bucher Vineyard","USA","California","Sonoma County","Russian River Valley","nicked capsule","WineBid","9/16/2022","OrderId:100002214","Cellar Room","68-F"
"200006244","0","0200006244","W589259_750ml","54.60","750ml","589259","Red","2007","Williams Selyem Pinot Noir Bucher Vineyard","Williams Selyem","Pinot Noir","Unknown","Bucher Vineyard","USA","California","Sonoma County","Russian River Valley","top-shoulder fill","WineBid","9/16/2022","OrderId:100002214","Cellar Room","17-F"
"200006245","0","0200006245","W3281798_750ml","15.56","750ml","3281798","Red","2018","Château Grand Corbin Manuel","Château Grand Corbin Manuel","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","lightly scuffed label","Hart Davis Hart","9/3/2022","OrderId:100002215","Off-site Storage","61-D"
"200006246","0","0200006246","W3281798_750ml","15.56","750ml","3281798","Red","2018","Château Grand Corbin Manuel","Château Grand Corbin Manuel","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","","Hart Davis Hart","9/3/2022","OrderId:100002215","Cellar Room","29-E"
"200006247","0","0200006247","W3281798_750ml","15.56","750ml","3281798","Red","2018","Château Grand Corbin Manuel","Château Grand Corbin Manuel","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","","Hart Davis Hart","9/3/2022","OrderId:100002215","Off-site Storage","17-D"
"200006248","0","0200006248","W3281798_750ml","15.56","750ml","3281798","Red","2018","Château Grand Corbin Manuel","Château Grand Corbin Manuel","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","","Hart Davis Hart","9/3/2022","OrderId:100002215","Kitchen Cooler","55-B"
"200006250","0","0200006250","W4924042_750ml","80.23","750ml","4924042","White","2022","Domaine Rougeot Meursault 1er Cru Charmes","Domaine Rougeot","Chardonnay","Unknown","Charmes","France","Burgundy","Côte de Beaune","Meursault 1er Cru","","Acker Merrall","9/26/2022","OrderId:100002217","Cellar Room","63-B"
"200006251","0","0200006251","W4924042_750ml","80.23","750ml","4924042","White","2022","Domaine Rougeot Meursault 1er Cru Charmes","Domaine Rougeot","Chardonnay","Unknown","Charmes","France","Burgundy","Côte de Beaune","Meursault 1er Cru","","Acker Merrall","9/26/2022","OrderId:100002217","Cellar Room",""
"200006252","0","0200006252","W3530012_750ml","1961.34","750ml","3530012","Red","2018","Domaine Bruno Clair Chambertin-Clos de Bèze","Domaine Bruno Clair","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Chambertin-Clos de Bèze Grand Cru","","Mailing List","9/4/2022","OrderId:500000016","Cellar Room","26-B"
"200006254","0","0200006254","W3530012_750ml","1961.34","750ml","3530012","Red","2018","Domaine Bruno Clair Chambertin-Clos de Bèze","Domaine Bruno Clair","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Chambertin-Clos de Bèze Grand Cru","","Mailing List","9/4/2022","OrderId:500000016","Kitchen Cooler","72-F"
"200006255","0","0200006255","W3530012_750ml","1961.34","750ml","3530012","Red","2018","Domaine Bruno Clair Chambertin-Clos de Bèze","Domaine Bruno Clair","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Chambertin-Clos de Bèze Grand Cru","","Mailing List","9/4/2022","OrderId:500000016","Cellar Room","92-D"
"200006256","0","0200006256","W3530012_750ml","1961.34","750ml","3530012","Red","2018","Domaine Bruno Clair Chambertin-Clos de Bèze","Domaine Bruno Clair","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Chambertin-Clos de Bèze Grand Cru","","Mailing List","9/4/2022","OrderId:500000016","Cellar Room",""
"200006257","0","0200006257","W3530012_750ml","1961.34","750ml","3530012","Red","2018","Domaine Bruno Clair Chambertin-Clos de Bèze","Domaine Bruno Clair","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Chambertin-Clos de Bèze Grand Cru","","Mailing List","9/4/2022","OrderId:500000016","Cellar Room","65-E"
"200006258","0","0200006258","W3530012_750ml","1961.34","750ml","3530012","Red","2018","Domaine Bruno Clair Chambertin-Clos de Bèze","Domaine Bruno Clair","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Chambertin-Clos de Bèze Grand Cru","","Mailing List","9/4/2022","OrderId:500000016","Cellar Room","12-A"
"200006262","0","0200006262","W2030020_750ml","499.52","750ml","2030020","Red","2013","Domaine Armand Rousseau Père et Fils Charmes-Chambertin","Domaine Armand Rousseau Père et Fils","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Charmes-Chambertin Grand Cru","","Liner & Elsen","9/12/2022","OrderId:100002219","Cellar Room","59-A"
"200006263","0","0200006263","W2030020_750ml","499.52","750ml","2030020","Red","2013","Domaine Armand Rousseau Père et Fils Charmes-Chambertin","Domaine Armand Rousseau Père et Fils","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Charmes-Chambertin Grand Cru","","Liner & Elsen","9/12/2022","OrderId:100002219","Cellar Room","99-F"
"200006264","0","0200006264","W2030020_750ml","499.52","750ml","2030020","Red","2013","Domaine Armand Rousseau Père et Fils Charmes-Chambertin","Domaine Armand Rousseau Père et Fils","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Charmes-Chambertin Grand Cru","","Liner & Elsen","9/12/2022","OrderId:100002219","Kitchen Cooler","59-C"
"200006265","0","0200006265","W2030020_750ml","499.52","750ml","2030020","Red","2013","Domaine Armand Rousseau Père et Fils Charmes-Chambertin","Domaine Armand Rousseau Père et Fils","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Charmes-Chambertin Grand Cru","","Liner & Elsen","9/12/2022","OrderId:100002219","Cellar Room",""
"200006266","0","0200006266","W2039652_1.5L","121.05","1.5L","2039652","Red","2013","Williams Selyem Pinot Noir Vista Verde Vineyard","Williams Selyem","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County","","Garagiste","9/1/2022","OrderId:100002220","Kitchen Cooler","94-C"
"200006267","0","0200006267","W2039652_1.5L","121.05","1.5L","2039652","Red","2013","Williams Selyem Pinot Noir Vista Verde Vineyard","Williams Selyem","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County","","Garagiste","9/1/2022","OrderId:100002220","Cellar Room","98-A"
"200006271","0","0200006271","W4562435_750ml","176.50","750ml","4562435","Red","2021","Domaine Denis Bachelet Gevrey-Chambertin 1er Cru Les Corbeaux Vieilles Vignes","Domaine Denis Bachelet","Pinot Noir","Vieilles Vignes","Les Corbeaux","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru","","K&L Auctions","9/1/2022","OrderId:100002222","Cellar Room","22-B"
"200006272","0","0200006272","W4523400_750ml","271.15","750ml","4523400","Red","2016","Roberto Voerzio Barbera d'Alba Vigneto Pozzo dell'Annunziata","Roberto Voerzio","Barbera","Unknown","Vigneto Pozzo dell'Annunziata","Italy","Piedmont","Alba","Barbera d'Alba","","K&L Auctions","9/1/2022","OrderId:100002223","Cellar Room","74-D"
"200006273","0","0200006273","W4523400_750ml","271.15","750ml","4523400","Red","2016","Roberto Voerzio Barbera d'Alba Vigneto Pozzo dell'Annunziata","Roberto Voerzio","Barbera","Unknown","Vigneto Pozzo dell'Annunziata","Italy","Piedmont","Alba","Barbera d'Alba","","K&L Auctions","9/1/2022","OrderId:100002223","Kitchen Cooler","62-E"
"200006274","0","0200006274","W335660_750ml","106.03","750ml","335660","Red","2004","Domaine Rossignol Trapet Latricières-Chambertin","Domaine Rossignol Trapet","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Latricières-Chambertin Grand Cru","","Garagiste","9/18/2022","OrderId:100002224","Cellar Room","10-D"
"200006275","0","0200006275","W335660_750ml","106.03","750ml","335660","Red","2004","Domaine Rossignol Trapet Latricières-Chambertin","Domaine Rossignol Trapet","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Latricières-Chambertin Grand Cru","","Garagiste","9/18/2022","OrderId:100002224","Cellar Room","58-C"
"200006276","0","0200006276","W3195637_1.5L","194.84","1.5L","3195637","Red","2017","Hubert Lignier Morey-Saint-Denis 1er Cru Vieilles Vignes","Hubert Lignier","Pinot Noir","Vieilles Vignes","Unknown","France","Burgundy","Côte de Nuits","Morey-Saint-Denis 1er Cru","","Spectrum Wine Auctions","9/6/2022","OrderId:100002225","Off-site Storage","07-D"
