"iConsumed","iWine","Type","Consumed","ConsumedYear","ConsumedMonth","ConsumedDay","Size","ShortType","Currency","Value","Price","Revenue","RevenueCurrency","ConsumptionNote","PurchaseNote","BottleNote","Location","Bin","Vintage","Wine","Locale","Color","Category","Varietal","MasterVarietal","Designation","Vineyard","Country","Region","SubRegion","Appellation"
"50001463","1208","Red","3/7/2018","2018","3","7","750ml","Drank from my cellar","USD","57.30","57.30","0","USD","","OrderId:100000606","","Kitchen Cooler","82-A","1989","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe"
"50001464","1208","Red","11/11/2016","2016","11","11","750ml","Drank from my cellar","USD","57.30","57.30","0","USD","","OrderId:100000606","","Kitchen Cooler","16-E","1989","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe"
"50001465","1208","Red","11/6/2020","2020","11","6","750ml","Drank from my cellar","USD","57.30","57.30","0","USD","","OrderId:100000606","top-shoulder fill","Cellar Room","32-B","1989","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe"
"50001466","1208","Red","6/16/2022","2022","6","16","750ml","Sold","USD","57.30","57.30","48.70","USD","Zachys consignment, June 2022","OrderId:100000606","","Kitchen Cooler","93-E","1989","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe"
"50001467","1208","Red","6/20/2022","2022","6","20","750ml","Sold","USD","57.30","57.30","48.70","USD","Zachys consignment, June 2022","OrderId:100000606","nicked capsule","Cellar Room","26-F","1989","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe"
"50001468","2552879","Red","8/21/2016","2016","8","21","375ml","Flawed","USD","26.06","26.06","0","USD","Premature oxidation. Sherry character throughout.","OrderId:100000607","","Cellar Room","18-B","2015","Rene Rostaing Côte-Rôtie Cuvée Classique Ampodium","France, Rhône, Northern Rhône, Côte-Rôtie","Red","Dry","Syrah","Syrah","Cuvée Classique Ampodium","Unknown","France","Rhône","Northern Rhône","Côte-Rôtie"
"50001469","2552879","Red","6/27/2016","2016","6","27","375ml","Gave away","USD","26.06","26.06","0","USD","Gift to the Hartwells","OrderId:100000607","","Cellar Room","57-E","2015","Rene Rostaing Côte-Rôtie Cuvée Classique Ampodium","France, Rhône, Northern Rhône, Côte-Rôtie","Red","Dry","Syrah","Syrah","Cuvée Classique Ampodium","Unknown","France","Rhône","Northern Rhône","Côte-Rôtie"
"50001470","1208","Red","6/20/2022","2022","6","20","750ml","Sold","USD","71.41","71.41","60.70","USD","Zachys consignment, June 2022","OrderId:100000608","","Cellar Room","23-E","1989","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe"
"50001471","1208","Red","8/22/2020","2020","8","22","750ml","Missing","USD","71.41","71.41","0","USD","Inventory audit — bottle not found.","OrderId:100000608","","Kitchen Cooler","94-E","1989","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe"
"50001472","1208","Red","1/15/2018","2018","1","15","750ml","Missing","USD","71.41","71.41","0","USD","Inventory audit — bottle not found.","OrderId:100000608","","Off-site Storage","","1989","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe"
"50001473","1208","Red","1/28/2018","2018","1","28","750ml","Missing","USD","71.41","71.41","0","USD","Inventory audit — bottle not found.","OrderId:100000608","","Cellar Room","27-D","1989","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe"
"50001474","1208","Red","6/17/2022","2022","6","17","750ml","Sold","USD","71.41","71.41","60.70","USD","Zachys consignment, June 2022","OrderId:100000608","","Cellar Room","63-C","1989","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe"
"50001475","1208","Red","6/18/2022","2022","6","18","750ml","Sold","USD","71.41","71.41","60.70","USD","Zachys consignment, June 2022","OrderId:100000608","","Kitchen Cooler","73-F","1989","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe"
"50001476","1208","Red","6/17/2022","2022","6","17","750ml","Sold","USD","71.41","71.41","60.70","USD","Zachys consignment, June 2022","OrderId:100000608","","Cellar Room","81-C","1989","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe"
"50001477","1508099","Red","12/24/2016","2016","12","24","750ml","Drank from my cellar","USD","217.29","217.29","0","USD","","OrderId:100000609","","Kitchen Cooler","15-A","1976","Ridge Cabernet-Merlot Monte Bello","USA, California, Santa Cruz Mountains","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Cabernet-Merlot","Monte Bello","USA","California","Santa Cruz Mountains","Santa Cruz Mountains"
"50001478","2039652","Red","10/20/2019","2019","10","20","750ml","Drank from my cellar","USD","32.48","32.48","0","USD","","OrderId:100000610","","Cellar Room","31-B","2013","Williams Selyem Pinot Noir Vista Verde Vineyard","USA, California, Central Coast, San Benito County","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County"
"50001479","769709","Red","1/22/2017","2017","1","22","750ml","Drank from my cellar","USD","94.81","94.81","0","USD","porchetta with Ellen","OrderId:100000611","","Cellar Room","64-A","2007","Bruno Giacosa Barbaresco Santo Stefano Albesani di Nieve","Italy, Piedmont, Langhe, Barbaresco","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Santo Stefano Albesani di Nieve","Italy","Piedmont","Langhe","Barbaresco"
"50001480","769709","Red","6/5/2022","2022","6","5","750ml","Drank from my cellar","USD","94.81","94.81","0","USD","","OrderId:100000611","","Kitchen Cooler","55-F","2007","Bruno Giacosa Barbaresco Santo Stefano Albesani di Nieve","Italy, Piedmont, Langhe, Barbaresco","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Santo Stefano Albesani di Nieve","Italy","Piedmont","Langhe","Barbaresco"
"50001481","15079","Red","10/15/2021","2021","10","15","750ml","Drank from my cellar","USD","56.15","56.15","0","USD","Bordeaux first-growth flight — October 2021","OrderId:100000612","lightly scuffed label","Cellar Room","46-A","1989","Château La Mission Haut-Brion","France, Bordeaux, Graves, Pessac-Léognan","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Graves","Pessac-Léognan"
"50001482","3046638","Red","6/18/2022","2022","6","18","750ml","Sold","USD","28.21","28.21","23.98","USD","Zachys consignment, June 2022","OrderId:100000613","top-shoulder fill","Cellar Room","80-C","2016","Williams Selyem Pinot Noir Rochioli Riverblock Vineyard","USA, California, Sonoma County, Russian River Valley","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Rochioli Riverblock Vineyard","USA","California","Sonoma County","Russian River Valley"
"50001483","1608","Red","6/17/2022","2022","6","17","750ml","Sold","USD","112.85","112.85","95.92","USD","Zachys consignment, June 2022","OrderId:100000614","","Kitchen Cooler","95-D","1986","Château Lynch-Bages","France, Bordeaux, Médoc, Pauillac","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Pauillac"
"50001484","1608","Red","6/8/2018","2018","6","8","750ml","Missing","USD","112.85","112.85","0","USD","Inventory audit — bottle not found.","OrderId:100000614","","Cellar Room","61-C","1986","Château Lynch-Bages","France, Bordeaux, Médoc, Pauillac","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Pauillac"
"50001485","2061850","Red","1/1/2020","2020","1","1","750ml","Drank from my cellar","USD","22.53","22.53","0","USD","","OrderId:100000615","","Kitchen Cooler","58-C","2013","Failla Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50001486","2061850","Red","6/17/2022","2022","6","17","750ml","Sold","USD","22.53","22.53","19.15","USD","Zachys consignment, June 2022","OrderId:100000615","","Kitchen Cooler","68-F","2013","Failla Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50001487","18552","Red","6/19/2022","2022","6","19","1.5L","Sold","USD","265.41","265.41","225.60","USD","Zachys consignment, June 2022","OrderId:100000618","","Kitchen Cooler","27-E","2003","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe"
"50001488","1208","Red","10/19/2016","2016","10","19","750ml","Drank from my cellar","USD","62.64","62.64","0","USD","","OrderId:100000619","","Kitchen Cooler","78-A","1989","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe"
"50001489","1208","Red","1/26/2017","2017","1","26","750ml","Missing","USD","62.64","62.64","0","USD","Inventory audit — bottle not found.","OrderId:100000619","","Kitchen Cooler","","1989","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe"
"50001490","1208","Red","3/24/2021","2021","3","24","750ml","Drank from my cellar","USD","62.64","62.64","0","USD","","OrderId:100000619","","Kitchen Cooler","84-F","1989","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe"
"50001491","1208","Red","6/18/2022","2022","6","18","750ml","Sold","USD","62.64","62.64","53.24","USD","Zachys consignment, June 2022","OrderId:100000619","","Off-site Storage","50-A","1989","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe"
"50001492","528214","Red","3/24/2016","2016","3","24","750ml","Drank from my cellar","USD","35.01","35.01","0","USD","","OrderId:100000621","","Off-site Storage","21-D","2006","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50001493","282540","Red","3/24/2017","2017","3","24","750ml","Drank from my cellar","USD","63.80","63.80","0","USD","","OrderId:100000622","","Off-site Storage","15-A","1993","Edmunds St. John Zinfandel Story","USA, California, North Coast, Mendocino County","Red","Dry","Zinfandel","Zinfandel","Unknown","Story","USA","California","North Coast","Mendocino County"
"50001494","282540","Red","3/5/2016","2016","3","5","750ml","Flawed","USD","63.80","63.80","0","USD","Premature oxidation. Sherry character throughout.","OrderId:100000622","","Off-site Storage","","1993","Edmunds St. John Zinfandel Story","USA, California, North Coast, Mendocino County","Red","Dry","Zinfandel","Zinfandel","Unknown","Story","USA","California","North Coast","Mendocino County"
"50001495","282540","Red","6/18/2022","2022","6","18","750ml","Sold","USD","63.80","63.80","54.23","USD","Zachys consignment, June 2022","OrderId:100000622","","Kitchen Cooler","62-C","1993","Edmunds St. John Zinfandel Story","USA, California, North Coast, Mendocino County","Red","Dry","Zinfandel","Zinfandel","Unknown","Story","USA","California","North Coast","Mendocino County"
"50001496","282540","Red","6/17/2022","2022","6","17","750ml","Sold","USD","63.80","63.80","54.23","USD","Zachys consignment, June 2022","OrderId:100000622","","Off-site Storage","47-B","1993","Edmunds St. John Zinfandel Story","USA, California, North Coast, Mendocino County","Red","Dry","Zinfandel","Zinfandel","Unknown","Story","USA","California","North Coast","Mendocino County"
"50001497","1312854","Red","4/19/2023","2023","4","19","1.5L","Drank from my cellar","USD","104.30","104.30","0","USD","","OrderId:100000623","bin-soiled label","Kitchen Cooler","02-F","2008","Bruno Giacosa Barolo Falletto","Italy, Piedmont, Langhe, Barolo","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Falletto","Italy","Piedmont","Langhe","Barolo"
"50001498","2961520","Red","6/17/2022","2022","6","17","750ml","Sold","USD","13.60","13.60","11.56","USD","Zachys consignment, June 2022","OrderId:100000625","","Cellar Room","04-E","2016","Ridge Three Valleys","USA, California, Sonoma County","Red","Dry","Zinfandel Blend","Zinfandel","Three Valleys","Unknown","USA","California","Sonoma County","Sonoma County"
"50001499","1745791","Red","6/17/2022","2022","6","17","750ml","Sold","USD","35.71","35.71","30.35","USD","Zachys consignment, June 2022","OrderId:100000626","","Kitchen Cooler","63-A","2009","Williams Selyem Pinot Noir Rochioli Riverblock Vineyard","USA, California, Sonoma County, Russian River Valley","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Rochioli Riverblock Vineyard","USA","California","Sonoma County","Russian River Valley"
"50001500","1745791","Red","6/18/2022","2022","6","18","750ml","Sold","USD","35.71","35.71","30.35","USD","Zachys consignment, June 2022","OrderId:100000626","","Cellar Room","11-F","2009","Williams Selyem Pinot Noir Rochioli Riverblock Vineyard","USA, California, Sonoma County, Russian River Valley","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Rochioli Riverblock Vineyard","USA","California","Sonoma County","Russian River Valley"
"50001501","3152221","Red","4/6/2020","2020","4","6","750ml","Missing","USD","8.25","8.25","0","USD","Inventory audit — bottle not found.","OrderId:100000627","","Kitchen Cooler","33-C","2016","Château de Panigon","France, Bordeaux, Médoc","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Médoc"
"50001502","3152221","Red","3/13/2016","2016","3","13","750ml","Drank from my cellar","USD","8.25","8.25","0","USD","","OrderId:100000627","","Cellar Room","81-D","2016","Château de Panigon","France, Bordeaux, Médoc","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Médoc"
"50001503","3152221","Red","11/20/2021","2021","11","20","750ml","Drank from my cellar","USD","8.25","8.25","0","USD","","OrderId:100000627","","Cellar Room","39-C","2016","Château de Panigon","France, Bordeaux, Médoc","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Médoc"
"50001504","2200","Red","6/18/2022","2022","6","18","750ml","Sold","USD","64.32","64.32","54.67","USD","Zachys consignment, June 2022","OrderId:100000628","","Off-site Storage","02-D","2000","Château Rauzan-Ségla","France, Bordeaux, Médoc, Margaux","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Margaux"
"50001505","2200","Red","8/4/2021","2021","8","4","750ml","Drank from my cellar","USD","64.32","64.32","0","USD","","OrderId:100000628","","Cellar Room","80-F","2000","Château Rauzan-Ségla","France, Bordeaux, Médoc, Margaux","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Margaux"
"50001506","2200","Red","11/11/2017","2017","11","11","750ml","Missing","USD","64.32","64.32","0","USD","Inventory audit — bottle not found.","OrderId:100000628","","Kitchen Cooler","59-F","2000","Château Rauzan-Ségla","France, Bordeaux, Médoc, Margaux","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Margaux"
"50001507","528214","Red","5/20/2016","2016","5","20","750ml","Drank from my cellar","USD","39.42","39.42","0","USD","","OrderId:100000629","","Cellar Room","33-F","2006","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50001508","528214","Red","6/16/2022","2022","6","16","750ml","Sold","USD","39.42","39.42","33.51","USD","Zachys consignment, June 2022","OrderId:100000629","","Cellar Room","58-F","2006","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50001509","2992807","Red","10/13/2018","2018","10","13","750ml","Drank from my cellar","USD","21.66","21.66","0","USD","","OrderId:100000630","","Cellar Room","06-E","2016","Galerie Cabernet Sauvignon Latro","USA, California, Sonoma County, Knights Valley","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Latro","Unknown","USA","California","Sonoma County","Knights Valley"
"50001510","2992807","Red","4/6/2021","2021","4","6","750ml","Drank from my cellar","USD","21.66","21.66","0","USD","","OrderId:100000630","","Cellar Room","74-D","2016","Galerie Cabernet Sauvignon Latro","USA, California, Sonoma County, Knights Valley","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Latro","Unknown","USA","California","Sonoma County","Knights Valley"
"50001511","2992807","Red","6/7/2020","2020","6","7","750ml","Drank from my cellar","USD","21.66","21.66","0","USD","California Cab vertical — April 2019","OrderId:100000630","","Off-site Storage","27-A","2016","Galerie Cabernet Sauvignon Latro","USA, California, Sonoma County, Knights Valley","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Latro","Unknown","USA","California","Sonoma County","Knights Valley"
"50001512","1352443","Red","6/16/2022","2022","6","16","750ml","Sold","USD","89.61","89.61","76.17","USD","Zachys consignment, June 2022","OrderId:100000632","","Cellar Room","96-D","2011","Vieux Château Certan","France, Bordeaux, Libournais, Pomerol","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Pomerol"
"50001513","1352443","Red","6/15/2022","2022","6","15","750ml","Sold","USD","89.61","89.61","76.17","USD","Zachys consignment, June 2022","OrderId:100000632","","Cellar Room","32-B","2011","Vieux Château Certan","France, Bordeaux, Libournais, Pomerol","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Pomerol"
"50001514","2894457","Red","11/18/2017","2017","11","18","750ml","Drank from my cellar","USD","79.07","79.07","0","USD","","OrderId:100000633","","Off-site Storage","","2014","Vietti Barolo Lazzarito","Italy, Piedmont, Langhe, Barolo","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Lazzarito","Italy","Piedmont","Langhe","Barolo"
"50001515","3035645","Red","7/26/2018","2018","7","26","750ml","Drank from my cellar","USD","96.55","96.55","0","USD","","OrderId:100000634","","Cellar Room","91-B","2017","Domaine G. Roumier / Christophe Roumier Morey-Saint-Denis 1er Cru Clos de La Bussière","France, Burgundy, Côte de Nuits, Morey-Saint-Denis 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Clos de La Bussière","France","Burgundy","Côte de Nuits","Morey-Saint-Denis 1er Cru"
"50001516","3035645","Red","2/28/2024","2024","2","28","750ml","Drank from my cellar","USD","96.55","96.55","0","USD","","OrderId:100000634","","Cellar Room","29-B","2017","Domaine G. Roumier / Christophe Roumier Morey-Saint-Denis 1er Cru Clos de La Bussière","France, Burgundy, Côte de Nuits, Morey-Saint-Denis 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Clos de La Bussière","France","Burgundy","Côte de Nuits","Morey-Saint-Denis 1er Cru"
"50001517","3035645","Red","6/15/2022","2022","6","15","750ml","Missing","USD","96.55","96.55","0","USD","Inventory audit — bottle not found.","OrderId:100000634","","Kitchen Cooler","98-F","2017","Domaine G. Roumier / Christophe Roumier Morey-Saint-Denis 1er Cru Clos de La Bussière","France, Burgundy, Côte de Nuits, Morey-Saint-Denis 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Clos de La Bussière","France","Burgundy","Côte de Nuits","Morey-Saint-Denis 1er Cru"
"50001518","1208","Red","7/22/2016","2016","7","22","750ml","Drank from my cellar","USD","65.30","65.30","0","USD","","OrderId:100000635","","Off-site Storage","58-F","1989","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe"
"50001519","1208","Red","7/17/2025","2025","7","17","750ml","Drank from my cellar","USD","65.30","65.30","0","USD","","OrderId:100000635","lightly scuffed label","Cellar Room","37-D","1989","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe"
"50001520","528214","Red","2/20/2025","2025","2","20","750ml","Drank from my cellar","USD","42.21","42.21","0","USD","","OrderId:100000636","","Cellar Room","83-E","2006","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50001521","824364","Red","4/6/2020","2020","4","6","750ml","Drank from my cellar","USD","46.80","46.80","0","USD","","OrderId:100000637","","Cellar Room","95-A","2008","Domaine Marquis d'Angerville Volnay 1er Cru Champans","France, Burgundy, Côte de Beaune, Volnay 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Champans","France","Burgundy","Côte de Beaune","Volnay 1er Cru"
"50001522","824364","Red","10/11/2016","2016","10","11","750ml","Drank from my cellar","USD","46.80","46.80","0","USD","","OrderId:100000637","","Kitchen Cooler","93-F","2008","Domaine Marquis d'Angerville Volnay 1er Cru Champans","France, Burgundy, Côte de Beaune, Volnay 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Champans","France","Burgundy","Côte de Beaune","Volnay 1er Cru"
"50001523","2725095","Red","8/4/2021","2021","8","4","750ml","Drank from my cellar","USD","331.29","331.29","0","USD","","OrderId:100000638","","Cellar Room","89-A","2016","Domaine Georges Mugneret-Gibourg Ruchottes-Chambertin","France, Burgundy, Côte de Nuits, Ruchottes-Chambertin Grand Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Ruchottes-Chambertin Grand Cru"
"50001524","2725095","Red","6/2/2021","2021","6","2","750ml","Drank from my cellar","USD","331.29","331.29","0","USD","","OrderId:100000638","signs of past seepage","Cellar Room","56-B","2016","Domaine Georges Mugneret-Gibourg Ruchottes-Chambertin","France, Burgundy, Côte de Nuits, Ruchottes-Chambertin Grand Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Ruchottes-Chambertin Grand Cru"
"50001525","368961","Red","5/11/2017","2017","5","11","750ml","Missing","USD","320.02","320.02","0","USD","Inventory audit — bottle not found.","OrderId:100000639","","Cellar Room","27-D","2006","Château Rayas Côtes du Rhône Château de Fonsalette Reserve","France, Rhône, Southern Rhône, Côtes du Rhône","Red","Dry","Red Rhone Blend","Red Rhone Blend","Château de Fonsalette Reserve","Unknown","France","Rhône","Southern Rhône","Côtes du Rhône"
"50001526","368961","Red","9/9/2017","2017","9","9","750ml","Drank from my cellar","USD","320.02","320.02","0","USD","duck breast with Ellen","OrderId:100000639","","Cellar Room","53-C","2006","Château Rayas Côtes du Rhône Château de Fonsalette Reserve","France, Rhône, Southern Rhône, Côtes du Rhône","Red","Dry","Red Rhone Blend","Red Rhone Blend","Château de Fonsalette Reserve","Unknown","France","Rhône","Southern Rhône","Côtes du Rhône"
"50001527","368961","Red","3/12/2019","2019","3","12","750ml","Drank from my cellar","USD","320.02","320.02","0","USD","","OrderId:100000639","","Off-site Storage","64-B","2006","Château Rayas Côtes du Rhône Château de Fonsalette Reserve","France, Rhône, Southern Rhône, Côtes du Rhône","Red","Dry","Red Rhone Blend","Red Rhone Blend","Château de Fonsalette Reserve","Unknown","France","Rhône","Southern Rhône","Côtes du Rhône"
"50001528","528214","Red","7/27/2017","2017","7","27","750ml","Drank from my cellar","USD","37.99","37.99","0","USD","","OrderId:100000641","","Cellar Room","09-B","2006","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50001529","4006099","Red","9/14/2020","2020","9","14","750ml","Drank from my cellar","USD","63.04","63.04","0","USD","","OrderId:100000643","","Off-site Storage","71-C","2017","Schiavenza Barolo Serralunga d'Alba","Italy, Piedmont, Langhe, Barolo","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Serralunga d'Alba","Italy","Piedmont","Langhe","Barolo"
"50001530","4006099","Red","2/1/2017","2017","2","1","750ml","Drank from my cellar","USD","63.04","63.04","0","USD","","OrderId:100000643","","Kitchen Cooler","77-C","2017","Schiavenza Barolo Serralunga d'Alba","Italy, Piedmont, Langhe, Barolo","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Serralunga d'Alba","Italy","Piedmont","Langhe","Barolo"
"50001531","2475577","Red","10/23/2025","2025","10","23","750ml","Missing","USD","37.45","37.45","0","USD","Inventory audit — bottle not found.","OrderId:100000644","","Kitchen Cooler","25-C","2013","Mt. Brave Cabernet Sauvignon","USA, California, Napa Valley, Mt. Veeder","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","USA","California","Napa Valley","Mt. Veeder"
"50001532","2475577","Red","1/15/2019","2019","1","15","750ml","Drank from my cellar","USD","37.45","37.45","0","USD","California Cab vertical — January 2019","OrderId:100000644","slightly depressed cork","Cellar Room","02-C","2013","Mt. Brave Cabernet Sauvignon","USA, California, Napa Valley, Mt. Veeder","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","USA","California","Napa Valley","Mt. Veeder"
"50001533","2649826","Red","8/19/2017","2017","8","19","750ml","Drank from my cellar","USD","10.88","10.88","0","USD","","OrderId:100000645","","Cellar Room","29-D","2015","Massolino Langhe Nebbiolo","Italy, Piedmont, Langhe, Langhe DOC","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Unknown","Italy","Piedmont","Langhe","Langhe DOC"
"50001534","1312854","Red","1/21/2021","2021","1","21","750ml","Drank from my cellar","USD","49.89","49.89","0","USD","ramen with Ellen","OrderId:100000646","","Cellar Room","82-A","2008","Bruno Giacosa Barolo Falletto","Italy, Piedmont, Langhe, Barolo","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Falletto","Italy","Piedmont","Langhe","Barolo"
