"iNote","iWine","Type","Vintage","Wine","Locale","Producer","Varietal","MasterVarietal","Designation","Vineyard","Country","Region","SubRegion","Appellation","TastingDate","Defective","Views","fHelpful","fFavorite","Rating","EventLocation","EventTitle","iEvent","EventDate","EventEndDate","TastingNotes","fLikeIt","CNotes","CScore","LikeVotes","LikePercent","Votes","Comments"
"10000257","13435","Red","1982","Heitz Cellar Cabernet Sauvignon Martha's Vineyard","USA, California, Napa Valley, Oakville","Heitz Cellar","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Martha's Vineyard","USA","California","Napa Valley","Oakville","1/15/2026","False","0","","0","90","the cellar room","California Cab vertical — January 2026","90000050","1/15/2026","1/15/2026","Nose of iron filings, cedar. Palate shows taut tannins, iron and minerals. Needs more time.","","","","","","",""
"10000258","2725095","Red","2016","Domaine Georges Mugneret-Gibourg Ruchottes-Chambertin","France, Burgundy, Côte de Nuits, Ruchottes-Chambertin Grand Cru","Domaine Georges Mugneret-Gibourg","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Ruchottes-Chambertin Grand Cru","1/15/2017","False","0","","0","92","the cellar room","Burgundy GC night — January 2017","90000014","1/15/2017","1/15/2017","Nose of wet stone, dark cherry. Palate shows iron and minerals, taut tannins, earthy depth. Drinking beautifully.","","","","","","",""
"10000259","1773313","Red","2012","Domaine Bruno Clair Gevrey-Chambertin 1er Cru Clos St. Jacques","France, Burgundy, Côte de Nuits, Gevrey-Chambertin 1er Cru","Domaine Bruno Clair","Pinot Noir","Pinot Noir","Unknown","Clos St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru","3/6/2020","False","0","","0","92","","","","","","Nose of forest floor, cedar. Palate shows long savory finish, taut tannins, iron and minerals. On track.","","","","","","",""
"10000260","2428595","Red","2014","Williams Selyem Pinot Noir Burt Williams' Morning Dew Ranch","USA, California, North Coast, Anderson Valley","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Burt Williams' Morning Dew Ranch","USA","California","North Coast","Anderson Valley","9/19/2025","False","0","","0","88","","","","","","Nose of raspberry, blackberry. Palate shows polished texture, earthy depth, iron and minerals. Needs more time.","","","","","","",""
"10000261","80128","White - Sparkling","1001","André Clouet Champagne Grande Réserve Brut","France, Champagne","André Clouet","Pinot Noir","Pinot Noir","Grande Réserve Brut","Unknown","France","Champagne","Unknown","Champagne","2/19/2017","False","0","","0","87","","","","","","Nose of brioche, biscuit. Palate shows fine mousse, cutting acidity. Good but not memorable.","","","","","","",""
"10000262","2030020","Red","2013","Domaine Armand Rousseau Père et Fils Charmes-Chambertin","France, Burgundy, Côte de Nuits, Charmes-Chambertin Grand Cru","Domaine Armand Rousseau Père et Fils","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Charmes-Chambertin Grand Cru","4/15/2022","False","0","","0","93","the cellar room","Rousseau retrospective — April 2022","90000035","4/15/2022","4/15/2022","Nose of cedar, smoked meat, violets. Palate shows polished texture, iron and minerals. Better than expected.","","","","","","",""
"10000263","2030020","Red","2013","Domaine Armand Rousseau Père et Fils Charmes-Chambertin","France, Burgundy, Côte de Nuits, Charmes-Chambertin Grand Cru","Domaine Armand Rousseau Père et Fils","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Charmes-Chambertin Grand Cru","1/15/2018","False","0","","0","91","the cellar room","Rousseau retrospective — January 2018","90000018","1/15/2018","1/15/2018","Nose of cedar, dark cherry. Palate shows long savory finish, bright acidity. Good but not memorable.","","","","","","",""
"10000264","3605384","Red","2017","Andrew Will Sorella Champoux Vineyard","USA, Washington, Columbia Valley, Horse Heaven Hills","Andrew Will","Red Bordeaux Blend","Red Bordeaux Blend","Sorella","Champoux Vineyard","USA","Washington","Columbia Valley","Horse Heaven Hills","2/4/2021","False","0","","0","93","","","","","","Nose of smoked meat, blackberry, tobacco leaf. Palate shows iron and minerals, earthy depth. Better than expected.","","","","","","",""
"10000265","2030020","Red","2013","Domaine Armand Rousseau Père et Fils Charmes-Chambertin","France, Burgundy, Côte de Nuits, Charmes-Chambertin Grand Cru","Domaine Armand Rousseau Père et Fils","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Charmes-Chambertin Grand Cru","7/15/2023","False","0","","0","95","the cellar room","Rousseau retrospective — July 2023","90000040","7/15/2023","7/15/2023","Nose of forest floor, iron filings. Palate shows iron and minerals, earthy depth, taut tannins. Better than expected. Keeps showing more in the glass.","","","","","","",""
"10000266","3530024","Red","2018","Domaine Bruno Clair Savigny-lès-Beaune 1er Cru La Dominode","France, Burgundy, Côte de Beaune, Savigny-lès-Beaune 1er Cru","Domaine Bruno Clair","Pinot Noir","Pinot Noir","Unknown","La Dominode","France","Burgundy","Côte de Beaune","Savigny-lès-Beaune 1er Cru","6/25/2023","False","0","","0","93","","","","","","Nose of forest floor, smoked meat, violets. Palate shows long savory finish, pretty fruit core, polished texture. Outstanding bottle.","","","","","","",""
"10000267","2434735","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 162eme","France, Champagne","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 162eme","Unknown","France","Champagne","Unknown","Champagne","8/1/2018","False","0","","0","91","","","","","","Nose of iodine, brioche, biscuit. Palate shows saline grip, cutting acidity. Pleasant if uncomplicated.","","","","","","",""
"10000268","2385792","Red","2014","Diamond Creek Cabernet Sauvignon Gravelly Meadow","USA, California, Napa Valley, Diamond Mountain","Diamond Creek","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Gravelly Meadow","USA","California","Napa Valley","Diamond Mountain","7/15/2018","False","0","","0","91","the cellar room","California Cab vertical — July 2018","90000020","7/15/2018","7/15/2018","Nose of violets, blackberry, rose petal. Palate shows earthy depth, taut tannins. Pleasant if uncomplicated.","","","","","","",""
"10000269","2385792","Red","2014","Diamond Creek Cabernet Sauvignon Gravelly Meadow","USA, California, Napa Valley, Diamond Mountain","Diamond Creek","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Gravelly Meadow","USA","California","Napa Valley","Diamond Mountain","10/15/2019","False","0","","0","91","the cellar room","California Cab vertical — October 2019","90000025","10/15/2019","10/15/2019","Nose of dark cherry, tobacco leaf, blackberry. Palate shows pretty fruit core, long savory finish, taut tannins. Needs more time.","","","","","","",""
"10000270","15079","Red","1989","Château La Mission Haut-Brion","France, Bordeaux, Graves, Pessac-Léognan","Château La Mission Haut-Brion","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Graves","Pessac-Léognan","10/15/2025","False","0","","0","95","the cellar room","Bordeaux first-growth flight — October 2025","90000049","10/15/2025","10/15/2025","Nose of cedar, forest floor, smoked meat. Palate shows structured grip, long savory finish, pretty fruit core. Singing right now. Keeps showing more in the glass.","","","","","","",""
"10000271","636658","Red","2007","Domaine Denis Bachelet Gevrey-Chambertin Vieilles Vignes","France, Burgundy, Côte de Nuits, Gevrey-Chambertin","Domaine Denis Bachelet","Pinot Noir","Pinot Noir","Vieilles Vignes","Unknown","France","Burgundy","Côte de Nuits","Gevrey-Chambertin","2/24/2021","False","0","","0","87","","","","","","Disappointing.","","","","","","",""
"10000272","3281798","Red","2018","Château Grand Corbin Manuel","France, Bordeaux, Libournais, Saint-Émilion Grand Cru","Château Grand Corbin Manuel","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","1/15/2020","False","0","","0","91","the cellar room","Right Bank vertical — January 2020","90000026","1/15/2020","1/15/2020","Nose of raspberry, dark cherry, tobacco leaf. Palate shows taut tannins, polished texture, bright acidity. Good but not memorable.","","","","","","",""
"10000273","3281798","Red","2018","Château Grand Corbin Manuel","France, Bordeaux, Libournais, Saint-Émilion Grand Cru","Château Grand Corbin Manuel","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","7/15/2021","False","0","","0","90","the cellar room","Right Bank vertical — July 2021","90000032","7/15/2021","7/15/2021","Nose of forest floor, cedar. Palate shows pretty fruit core, iron and minerals. Pleasant if uncomplicated.","","","","","","",""
"10000274","3281798","Red","2018","Château Grand Corbin Manuel","France, Bordeaux, Libournais, Saint-Émilion Grand Cru","Château Grand Corbin Manuel","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","7/15/2022","False","0","","0","89","the cellar room","Right Bank vertical — July 2022","90000036","7/15/2022","7/15/2022","Nose of tobacco leaf, iron filings. Palate shows structured grip, iron and minerals. Solid showing.","","","","","","",""
"10000275","3281798","Red","2018","Château Grand Corbin Manuel","France, Bordeaux, Libournais, Saint-Émilion Grand Cru","Château Grand Corbin Manuel","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","7/15/2021","False","0","","0","90","the cellar room","Right Bank vertical — July 2021","90000032","7/15/2021","7/15/2021","Nose of forest floor, violets, wet stone. Palate shows earthy depth, polished texture, long savory finish. Needs more time.","","","","","","",""
"10000276","2030020","Red","2013","Domaine Armand Rousseau Père et Fils Charmes-Chambertin","France, Burgundy, Côte de Nuits, Charmes-Chambertin Grand Cru","Domaine Armand Rousseau Père et Fils","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Charmes-Chambertin Grand Cru","1/15/2018","False","0","","0","92","the cellar room","Rousseau retrospective — January 2018","90000018","1/15/2018","1/15/2018","Nose of wet stone, smoked meat, raspberry. Palate shows taut tannins, bright acidity. Outstanding bottle.","","","","","","",""
"10000277","2030020","Red","2013","Domaine Armand Rousseau Père et Fils Charmes-Chambertin","France, Burgundy, Côte de Nuits, Charmes-Chambertin Grand Cru","Domaine Armand Rousseau Père et Fils","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Charmes-Chambertin Grand Cru","1/15/2018","False","0","","0","92","the cellar room","Rousseau retrospective — January 2018","90000018","1/15/2018","1/15/2018","Nose of raspberry, graphite. Palate shows polished texture, earthy depth. Outstanding bottle.","","","","","","",""
"10000278","2323498","Red","2013","Pride Mountain Vineyards Reserve Claret","USA, California, North Coast, Napa / Sonoma","Pride Mountain Vineyards","Red Bordeaux Blend","Red Bordeaux Blend","Reserve Claret","Unknown","USA","California","North Coast","Napa / Sonoma","7/7/2018","False","0","","0","95","","","","","","Nose of forest floor, raspberry. Palate shows iron and minerals, earthy depth. Better than expected. A standout.","","","","","","",""
"10000279","132793","Red","1995","Heitz Cellar Cabernet Sauvignon Martha's Vineyard","USA, California, Napa Valley, Oakville","Heitz Cellar","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Martha's Vineyard","USA","California","Napa Valley","Oakville","8/16/2017","False","0","","0","94","","","","","","Nose of violets, smoked meat. Palate shows iron and minerals, taut tannins, long savory finish. Drinking beautifully.","","","","","","",""
"10000280","1745791","Red","2009","Williams Selyem Pinot Noir Rochioli Riverblock Vineyard","USA, California, Sonoma County, Russian River Valley","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Rochioli Riverblock Vineyard","USA","California","Sonoma County","Russian River Valley","2/11/2019","False","0","","0","90","","","","","","Nose of rose petal, violets, wet stone. Palate shows pretty fruit core, earthy depth. Good but not memorable.","","","","","","",""
"10000281","3372953","Red","2017","Bella Union Cabernet Sauvignon","USA, California, Napa Valley","Bella Union","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","USA","California","Napa Valley","Napa Valley","1/15/2025","False","0","","0","92","the cellar room","California Cab vertical — January 2025","90000046","1/15/2025","1/15/2025","Nose of blackberry, smoked meat, violets. Palate shows structured grip, taut tannins. On track.","","","","","","",""
"10000282","2039652","Red","2013","Williams Selyem Pinot Noir Vista Verde Vineyard","USA, California, Central Coast, San Benito County","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County","1/9/2018","False","0","","0","95","","","","","","Nose of violets, dark cherry, cedar. Palate shows taut tannins, polished texture, long savory finish. Drinking beautifully. One of the best of this wine I've ever had.","","","","","","",""
"10000283","1030769","Red","2009","Philip Togni Cabernet Sauvignon","USA, California, Napa Valley, Spring Mountain District","Philip Togni","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","USA","California","Napa Valley","Spring Mountain District","1/15/2019","False","0","","0","93","the cellar room","California Cab vertical — January 2019","90000022","1/15/2019","1/15/2019","Nose of forest floor, graphite, tobacco leaf. Palate shows earthy depth, taut tannins. Better than expected.","","","","","","",""
"10000284","2030020","Red","2013","Domaine Armand Rousseau Père et Fils Charmes-Chambertin","France, Burgundy, Côte de Nuits, Charmes-Chambertin Grand Cru","Domaine Armand Rousseau Père et Fils","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Charmes-Chambertin Grand Cru","7/15/2025","False","0","","0","92","the cellar room","Rousseau retrospective — July 2025","90000048","7/15/2025","7/15/2025","Nose of rose petal, smoked meat. Palate shows taut tannins, long savory finish, structured grip. Drinking beautifully.","","","","","","",""
"10000285","1077688","Red","2009","Domaine de Montille Volnay 1er Cru Champans","France, Burgundy, Côte de Beaune, Volnay 1er Cru","Domaine de Montille","Pinot Noir","Pinot Noir","Unknown","Champans","France","Burgundy","Côte de Beaune","Volnay 1er Cru","6/4/2025","False","0","","0","93","","","","","","Nose of violets, tobacco leaf, blackberry. Palate shows structured grip, iron and minerals, earthy depth. Singing right now.","","","","","","",""
"10000286","769708","Red","2007","Bruno Giacosa Barbaresco Riserva Asili","Italy, Piedmont, Langhe, Barbaresco","Bruno Giacosa","Nebbiolo","Nebbiolo","Riserva","Asili","Italy","Piedmont","Langhe","Barbaresco","10/15/2018","False","0","","0","93","the cellar room","Piedmont Riserva tasting — October 2018","90000021","10/15/2018","10/15/2018","Nose of raspberry, tobacco leaf, wet stone. Palate shows polished texture, long savory finish, pretty fruit core. Singing right now.","","","","","","",""
"10000287","1208","Red","1989","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Château Montrose","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe","1/6/2024","False","0","","0","89","","","","","","Nose of dark cherry, wet stone, blackberry. Palate shows taut tannins, pretty fruit core, earthy depth. On track.","","","","","","",""
"10000288","3191640","Red","2017","Domaine des Lambrays Clos des Lambrays","France, Burgundy, Côte de Nuits, Clos des Lambrays Grand Cru","Domaine des Lambrays","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos des Lambrays Grand Cru","7/15/2024","False","0","","0","90","the cellar room","Burgundy GC night — July 2024","90000044","7/15/2024","7/15/2024","Nose of blackberry, raspberry, smoked meat. Palate shows structured grip, pretty fruit core. Pleasant if uncomplicated.","","","","","","",""
"10000289","3035645","Red","2017","Domaine G. Roumier / Christophe Roumier Morey-Saint-Denis 1er Cru Clos de La Bussière","France, Burgundy, Côte de Nuits, Morey-Saint-Denis 1er Cru","Domaine G. Roumier / Christophe Roumier","Pinot Noir","Pinot Noir","Unknown","Clos de La Bussière","France","Burgundy","Côte de Nuits","Morey-Saint-Denis 1er Cru","6/10/2024","False","0","","0","88","","","","","","Nose of forest floor, blackberry, rose petal. Palate shows polished texture, structured grip, earthy depth. Good but not memorable.","","","","","","",""
"10000290","3152221","Red","2016","Château de Panigon","France, Bordeaux, Médoc","Château de Panigon","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Médoc","9/27/2019","False","0","","0","91","","","","","","Nose of wet stone, iron filings, violets. Palate shows iron and minerals, pretty fruit core. On track.","","","","","","",""
"10000291","15079","Red","1989","Château La Mission Haut-Brion","France, Bordeaux, Graves, Pessac-Léognan","Château La Mission Haut-Brion","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Graves","Pessac-Léognan","10/15/2021","False","0","","0","89","the cellar room","Bordeaux first-growth flight — October 2021","90000033","10/15/2021","10/15/2021","Nose of rose petal, dark cherry, wet stone. Palate shows pretty fruit core, long savory finish. Pleasant if uncomplicated.","","","","","","",""
"10000292","3255414","Red","2016","Fontodi Chianti Classico","Italy, Tuscany, Chianti, Chianti Classico DOCG","Fontodi","Sangiovese","Sangiovese","Unknown","Unknown","Italy","Tuscany","Chianti","Chianti Classico DOCG","5/12/2018","False","0","","0","89","","","","","","Nose of graphite, blackberry. Palate shows bright acidity, structured grip, long savory finish. Good but not memorable.","","","","","","",""
"10000293","2030020","Red","2013","Domaine Armand Rousseau Père et Fils Charmes-Chambertin","France, Burgundy, Côte de Nuits, Charmes-Chambertin Grand Cru","Domaine Armand Rousseau Père et Fils","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Charmes-Chambertin Grand Cru","4/15/2022","False","0","","0","97","the cellar room","Rousseau retrospective — April 2022","90000035","4/15/2022","4/15/2022","Nose of wet stone, blackberry, violets. Palate shows iron and minerals, earthy depth. Drinking beautifully. One of the best of this wine I've ever had.","","","","","","",""
"10000294","2030020","Red","2013","Domaine Armand Rousseau Père et Fils Charmes-Chambertin","France, Burgundy, Côte de Nuits, Charmes-Chambertin Grand Cru","Domaine Armand Rousseau Père et Fils","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Charmes-Chambertin Grand Cru","7/15/2020","False","0","","0","87","the cellar room","Rousseau retrospective — July 2020","90000028","7/15/2020","7/15/2020","Nose of rose petal, iron filings. Palate shows iron and minerals, long savory finish, taut tannins. Pleasant if uncomplicated.","","","","","","",""
"10000295","2454956","Red","2015","Rhys Pinot Noir Bearwallow Vineyard","USA, California, North Coast, Anderson Valley","Rhys","Pinot Noir","Pinot Noir","Unknown","Bearwallow Vineyard","USA","California","North Coast","Anderson Valley","2/6/2018","False","0","","0","94","","","","","","Nose of cedar, smoked meat, wet stone. Palate shows iron and minerals, pretty fruit core. Drinking beautifully.","","","","","","",""
"10000296","2030020","Red","2013","Domaine Armand Rousseau Père et Fils Charmes-Chambertin","France, Burgundy, Côte de Nuits, Charmes-Chambertin Grand Cru","Domaine Armand Rousseau Père et Fils","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Charmes-Chambertin Grand Cru","3/13/2026","False","0","","0","91","","","","","","Nose of dark cherry, forest floor. Palate shows earthy depth, taut tannins. On track.","","","","","","",""
"10000297","4811669","Red","1961","Domaine des Lambrays Clos des Lambrays","France, Burgundy, Côte de Nuits, Clos des Lambrays Grand Cru","Domaine des Lambrays","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos des Lambrays Grand Cru","7/15/2024","False","0","","0","91","the cellar room","Burgundy GC night — July 2024","90000044","7/15/2024","7/15/2024","Nose of blackberry, iron filings, violets. Palate shows iron and minerals, pretty fruit core, structured grip. Good but not memorable.","","","","","","",""
"10000298","132793","Red","1995","Heitz Cellar Cabernet Sauvignon Martha's Vineyard","USA, California, Napa Valley, Oakville","Heitz Cellar","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Martha's Vineyard","USA","California","Napa Valley","Oakville","4/15/2019","False","0","","0","91","the cellar room","California Cab vertical — April 2019","90000023","4/15/2019","4/15/2019","Nose of cedar, smoked meat, graphite. Palate shows structured grip, polished texture, bright acidity. Needs more time.","","","","","","",""
"10000299","132793","Red","1995","Heitz Cellar Cabernet Sauvignon Martha's Vineyard","USA, California, Napa Valley, Oakville","Heitz Cellar","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Martha's Vineyard","USA","California","Napa Valley","Oakville","10/15/2019","False","0","","0","89","the cellar room","California Cab vertical — October 2019","90000025","10/15/2019","10/15/2019","Nose of dark cherry, tobacco leaf. Palate shows polished texture, structured grip, pretty fruit core. Good but not memorable.","","","","","","",""
"10000300","132793","Red","1995","Heitz Cellar Cabernet Sauvignon Martha's Vineyard","USA, California, Napa Valley, Oakville","Heitz Cellar","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Martha's Vineyard","USA","California","Napa Valley","Oakville","1/15/2026","False","0","","0","89","the cellar room","California Cab vertical — January 2026","90000050","1/15/2026","1/15/2026","Nose of iron filings, wet stone. Palate shows polished texture, iron and minerals, taut tannins. Solid showing.","","","","","","",""
"10000301","523883","Red","1964","Giacomo Conterno Barolo Riserva","Italy, Piedmont, Langhe, Barolo","Giacomo Conterno","Nebbiolo","Nebbiolo","Riserva","Unknown","Italy","Piedmont","Langhe","Barolo","4/15/2020","False","0","","0","91","the cellar room","Piedmont Riserva tasting — April 2020","90000027","4/15/2020","4/15/2020","Nose of iron filings, tobacco leaf, dark cherry. Palate shows bright acidity, iron and minerals. Pleasant if uncomplicated.","","","","","","",""
"10000302","523883","Red","1964","Giacomo Conterno Barolo Riserva","Italy, Piedmont, Langhe, Barolo","Giacomo Conterno","Nebbiolo","Nebbiolo","Riserva","Unknown","Italy","Piedmont","Langhe","Barolo","4/15/2018","False","0","","0","93","the cellar room","Piedmont Riserva tasting — April 2018","90000019","4/15/2018","4/15/2018","Nose of forest floor, raspberry. Palate shows structured grip, bright acidity. Outstanding bottle.","","","","","","",""
"10000303","1575","Red","1995","Château Lynch-Bages","France, Bordeaux, Médoc, Pauillac","Château Lynch-Bages","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Pauillac","9/27/2018","False","0","","0","88","","","","","","Nose of forest floor, wet stone. Palate shows taut tannins, polished texture. Solid showing.","","","","","","",""
"10000304","2205079","Red","2015","Domaine Armand Rousseau Père et Fils Gevrey-Chambertin 1er Cru Clos St. Jacques","France, Burgundy, Côte de Nuits, Gevrey-Chambertin 1er Cru","Domaine Armand Rousseau Père et Fils","Pinot Noir","Pinot Noir","Unknown","Clos St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru","1/15/2018","False","0","","0","91","the cellar room","Rousseau retrospective — January 2018","90000018","1/15/2018","1/15/2018","Nose of iron filings, forest floor. Palate shows bright acidity, iron and minerals, polished texture. Pleasant if uncomplicated.","","","","","","",""
"10000305","4778","Red","1989","Château Latour Grand Vin","France, Bordeaux, Médoc, Pauillac","Château Latour","Red Bordeaux Blend","Red Bordeaux Blend","Grand Vin","Unknown","France","Bordeaux","Médoc","Pauillac","1/15/2024","False","0","","0","89","the cellar room","Bordeaux first-growth flight — January 2024","90000042","1/15/2024","1/15/2024","Nose of rose petal, violets, iron filings. Palate shows polished texture, taut tannins. Solid showing.","","","","","","",""
"10000306","15912","Red","2000","Château Magdelaine","France, Bordeaux, Libournais, Saint-Émilion Grand Cru","Château Magdelaine","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","1/15/2020","False","0","","0","93","the cellar room","Right Bank vertical — January 2020","90000026","1/15/2020","1/15/2020","Nose of wet stone, raspberry. Palate shows bright acidity, long savory finish. Hits its stride.","","","","","","",""
"10000307","15912","Red","2000","Château Magdelaine","France, Bordeaux, Libournais, Saint-Émilion Grand Cru","Château Magdelaine","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","7/15/2019","False","0","","0","94","the cellar room","Right Bank vertical — July 2019","90000024","7/15/2019","7/15/2019","Nose of cedar, iron filings. Palate shows iron and minerals, structured grip. Better than expected.","","","","","","",""
"10000308","206267","Red","2004","Bruno Giacosa Barbaresco Riserva Asili","Italy, Piedmont, Langhe, Barbaresco","Bruno Giacosa","Nebbiolo","Nebbiolo","Riserva","Asili","Italy","Piedmont","Langhe","Barbaresco","4/15/2020","False","0","","0","92","the cellar room","Piedmont Riserva tasting — April 2020","90000027","4/15/2020","4/15/2020","Nose of cedar, tobacco leaf. Palate shows polished texture, long savory finish, earthy depth. Better than expected.","","","","","","",""
"10000309","3524886","Red","2018","Littorai Pinot Noir Savoy Vineyard","USA, California, North Coast, Anderson Valley","Littorai","Pinot Noir","Pinot Noir","Unknown","Savoy Vineyard","USA","California","North Coast","Anderson Valley","3/10/2023","False","0","","0","88","","","","","","Nose of iron filings, tobacco leaf, forest floor. Palate shows earthy depth, bright acidity, structured grip. On track.","","","","","","",""
"10000310","3524886","Red","2018","Littorai Pinot Noir Savoy Vineyard","USA, California, North Coast, Anderson Valley","Littorai","Pinot Noir","Pinot Noir","Unknown","Savoy Vineyard","USA","California","North Coast","Anderson Valley","7/28/2020","False","0","","0","92","","","","","","Nose of iron filings, rose petal, smoked meat. Palate shows iron and minerals, structured grip, earthy depth. Needs more time.","","","","","","",""
"10000311","2894457","Red","2014","Vietti Barolo Lazzarito","Italy, Piedmont, Langhe, Barolo","Vietti","Nebbiolo","Nebbiolo","Unknown","Lazzarito","Italy","Piedmont","Langhe","Barolo","2/10/2019","False","0","","0","92","","","","","","Nose of forest floor, graphite, smoked meat. Palate shows iron and minerals, earthy depth, polished texture. Drinking beautifully.","","","","","","",""
"10000312","3281798","Red","2018","Château Grand Corbin Manuel","France, Bordeaux, Libournais, Saint-Émilion Grand Cru","Château Grand Corbin Manuel","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","4/15/2026","False","0","","0","89","the cellar room","Right Bank vertical — April 2026","90000051","4/15/2026","4/15/2026","Nose of rose petal, dark cherry, iron filings. Palate shows iron and minerals, pretty fruit core, long savory finish. Solid showing.","","","","","","",""
"10000313","3281798","Red","2018","Château Grand Corbin Manuel","France, Bordeaux, Libournais, Saint-Émilion Grand Cru","Château Grand Corbin Manuel","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","10/15/2024","False","0","","0","91","the cellar room","Right Bank vertical — October 2024","90000045","10/15/2024","10/15/2024","Nose of dark cherry, violets. Palate shows taut tannins, polished texture, pretty fruit core. Solid showing.","","","","","","",""
"10000314","3281798","Red","2018","Château Grand Corbin Manuel","France, Bordeaux, Libournais, Saint-Émilion Grand Cru","Château Grand Corbin Manuel","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","10/15/2022","False","0","","0","91","the cellar room","Right Bank vertical — October 2022","90000037","10/15/2022","10/15/2022","Nose of cedar, iron filings. Palate shows long savory finish, earthy depth, taut tannins. Needs more time.","","","","","","",""
"10000315","3281798","Red","2018","Château Grand Corbin Manuel","France, Bordeaux, Libournais, Saint-Émilion Grand Cru","Château Grand Corbin Manuel","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","10/15/2022","False","0","","0","90","the cellar room","Right Bank vertical — October 2022","90000037","10/15/2022","10/15/2022","Nose of cedar, dark cherry, tobacco leaf. Palate shows taut tannins, long savory finish. Needs more time.","","","","","","",""
"10000316","1987538","Red","2013","Produttori del Barbaresco Barbaresco Riserva Pajè","Italy, Piedmont, Langhe, Barbaresco","Produttori del Barbaresco","Nebbiolo","Nebbiolo","Riserva","Pajè","Italy","Piedmont","Langhe","Barbaresco","4/15/2018","False","0","","0","91","the cellar room","Piedmont Riserva tasting — April 2018","90000019","4/15/2018","4/15/2018","Nose of tobacco leaf, violets, iron filings. Palate shows structured grip, polished texture. On track.","","","","","","",""
